id,source,surface,normalized,root,morph_segments,tokenizer_target,affixes,process,pos_guess,features,confidence,frequency_in_sources,context,notes
kap-morph-0175,literary,malagu,malagu,lagu,ma+lagu,ma | lagu,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,52,at makyutus Karing maganakang [malagu] pangilus At ika dalagang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0176,literary,minuna,minuna,muna,m+in+una,m | in | una,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,52,banwa Akung kekang Bungsung [Minuna] na keni ing sagana,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0177,literary,linub,linub,lub,l+in+ub,l | in | ub,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,51,bisa kang papalto magbanal-banalan [Linub] kang cursillo ban mitub,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0178,literary,malugud,malugud,lugud,ma+lugud,ma | lugud,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,51,miyarap Masuyu ya ampon [malugud] pengari nya keang pigagap,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0179,religious,manalig,manalig,alig,man+alig,man | alig,man-,prefixation,V/ADJ/N,prefix=man-,medium,51,ku king Santisima Trinidad [Manalig] ku king Santisima Trinidad,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0180,literary,dininan,dininan,dinan,d+in+inan,d | in | inan,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,50,reng pera Saka ne [dininan] adwang tya-singkwenta Kalako nang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0181,literary,jordan,jordan,jord,jord+an,jord | an,-an,suffixation,N/V,suffix=-an,medium,50,nune king ilug ning [Jordan] ban pabinyag king Minyaklung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0182,literary,masikan,masikan,sikan,ma+sikan,ma | sikan,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,50,ala yang patugut sasapul [masikan] Ing bilus nang danum,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0183,literary,paninap,paninap,inap,pan+inap,pan | inap,pan-,prefixation,V/ADJ/N,prefix=pan-,medium,50,pusu Uling ing kanakung [paninap] kanita biglang mipaltutu A,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0184,literary,tanaman,tanaman,tanam,tanam+an,tanam | an,-an,suffixation,N/V,suffix=-an,medium,50,na ING SALA Dening [tanaman] ku apansinan ku la,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0185,literary,manakit,manakit,akit,man+akit,man | akit,man-,prefixation,V/ADJ/N,prefix=man-,medium,49,Mayupang Dyos a bukud [manakit] king sablang kakutuwan Ika,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0186,religious,bunduk-bundukan,bunduk-bundukan,bunduk-bunduk,bunduk-bunduk+an,bunduk-bunduk | an,-an,suffixation,N/V,suffix=-an,medium,48,kayu king karinan a [bunduk-bundukan] ding Amoreos at karing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0187,literary,damdaman,damdaman,damdam,damdam+an,damdam | an,-an,suffixation,N/V,suffix=-an,medium,48,a mamangan Ba rang [damdaman] ing kabsi mangatmu la,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0188,literary,lawan,lawan,law,law+an,law | an,-an,suffixation,N/V,suffix=-an,medium,48,Ing paligid mung masaya [Lawan] mu ing sarili mu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0189,literary,ninumang,ninumang,numang,n+in+umang,n | in | umang,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,48,maintang a mulat Ing [ninumang] taumapyalung ya balat Ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0190,literary,gagawan,gagawan,gawan,ga~gawan,ga~gawan,ga~,reduplication,V/ADJ,reduplicated_cv=ga; aspect_or_intensification,medium,47,Mayap a e ku [gagawan] king kamalyan malilyari Makilulu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0191,literary,mangaragul,mangaragul,aragul,mang+aragul,mang | aragul,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,47,nang d tung carin [mangaragul] la l kib cat,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0192,literary,menganak,menganak,anak,meng+anak,meng | anak,meng-,prefixation,V/ADJ/N,prefix=meng-,medium,47,sangkan ku nyang daralawan [menganak] a kapatad ku layun,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0193,literary,penganak,penganak,nganak,pe+nganak,pe | nganak,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,47,Ninu mong pengaring malugud [penganak] ing e mo magdusa,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0194,literary,ganakan,ganakan,ganak,ganak+an,ganak | an,-an,suffixation,N/V,suffix=-an,medium,46,kung gamat mamili kekayu [Ganakan] yu sanang king pamamili,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0195,religious,kuanan,kuanan,kuan,kuan+an,kuan | an,-an,suffixation,N/V,suffix=-an,medium,46,oyan ing asawa mo [kuanan] me at ume ka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0196,religious,makapayan,makapayan,payan,maka+payan,maka | payan,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,46,JEHOVA a masikanan at [makapayan] I JEHOVA a makapayan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0197,literary,masanting,masanting,santing,ma+santing,ma | santing,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,46,ding anak pyalung a [masanting] Ding makatwa naman pyalung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0198,literary,menibatan,menibatan,ibat,men+ibat+an,men | ibat | an,men-; -an,prefixation+suffixation,V/ADJ/N,prefix=men-; suffix=-an,medium,46,Ima nukarin la pu [menibatan] deng tau Ima Menibatan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0199,literary,leguan,leguan,legu,legu+an,legu | an,-an,suffixation,N/V,suffix=-an,medium,45,ning pagkabie Katambal ning [leguan] a kekeng kesale Inya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0200,literary,ninung,ninung,nung,n+in+ung,n | in | ung,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,45,ku Kamatayan bakit nung [ninung] uliran King tangke na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0201,literary,daraptan,daraptan,darapt,darapt+an,darapt | an,-an,suffixation,N/V,suffix=-an,medium,44,iti ya ing kanaku [daraptan] da ring aliwa King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0202,literary,magsaya,magsaya,saya,mag+saya,mag | saya,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,44,baryu Paraisa biasa keng [magsaya] Biasa keng magkanta king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0203,literary,manintun,manintun,intun,man+intun,man | intun,man-,prefixation,V/ADJ/N,prefix=man-,medium,44,ding kababatngan a aplit [manintun] Era rugu balu nun,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0204,literary,panintunan,panintunan,nintun,pa+nintun+an,pa | nintun | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,44,mu ika pa ing [panintunan] na ning obra At,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0205,literary,aslagan,aslagan,aslag,aslag+an,aslag | an,-an,suffixation,N/V,suffix=-an,medium,43,dela Cruz Dane ning [aslagan] gato-gato la ken Detang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0206,literary,lelangan,lelangan,lelang,lelang+an,lelang | an,-an,suffixation,N/V,suffix=-an,medium,43,Aku ining makabukud Nang [lelangan] A sasabyan Nang kawangis,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0207,religious,linigtas,linigtas,ligtas,l+in+igtas,l | in | igtas,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,43,dimdam nang Ruben at [linigtas] ne king karelang gamat,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0208,literary,palsintan,palsintan,lsint,pa+lsint+an,pa | lsint | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,43,dalit ding ayup kekaming [palsintan] Ing sagiwang angina manyaman,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0209,literary,nune,nune,nune,nune,nune,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,42,na magalang ampon maganaka [Nune] tau ya pang maka-Dyos,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0210,religious,pepanuanan,pepanuanan,panuan,pe+panuan+an,pe | panuan | an,pe-; -an,prefixation+suffixation,V/ADJ/N,prefix=pe-; suffix=-an,medium,42,Genesis At ing Dios [pepanuanan] nala at ing Dios,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0211,literary,sugatan,sugatan,sugat,sugat+an,sugat | an,-an,suffixation,N/V,suffix=-an,medium,42,melupig king labanan a [sugatan] mung sundalus Ding labi,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0212,literary,sumpa,sumpa,spa,s+um+pa,s | um | pa,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,42,King katungkulan dang leukanan [sumpa] Paslagan mo isip Detang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0213,literary,kanuanan,kanuanan,nuan,ka+nuan+an,ka | nuan | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,41,pamalak akakit ke ing [kanuanan] ning aldo anang mamutyawi,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0214,literary,katapatan,katapatan,tapat,ka+tapat+an,ka | tapat | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,41,kung anting katumbalas Ning [katapatan] mung kaku pepamalas Ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0215,literary,luklukan,luklukan,lukluk,lukluk+an,lukluk | an,-an,suffixation,N/V,suffix=-an,medium,41,maldang kaku mengipuk king [luklukan] ding makatwa antimong peka-pamuntuk,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0216,literary,parang,parang,rang,pa+rang,pa | rang,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,41,A makudtang watas King [parang] ning rima e na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0217,literary,patutu,patutu,tutu,pa+tutu,pa | tutu,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,41,mete a sinubling mebye [patutu] kanita Ing mepikayari aminan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0218,literary,sinampa,sinampa,sampa,s+in+ampa,s | in | ampa,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,41,Ding manuk a layun-layun [sinampa] no king pyapunan Ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0219,literary,kawatasan,kawatasan,watas,ka+watas+an,ka | watas | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,40,tiburan king gawa kenign [kawatasan] E mu ring kanaku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0220,literary,malapit,malapit,lapit,ma+lapit,ma | lapit,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,40,A sinag ning aldo [malapit] nang lumbug ING MAPUTING,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0221,literary,maligaya,maligaya,ligaya,ma+ligaya,ma | ligaya,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,40,mu Itang bye mung [maligaya] E mo wari makuyad,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0222,literary,menakit,menakit,akit,men+akit,men | akit,men-,prefixation,V/ADJ/N,prefix=men-,medium,40,Inya menintun ku t [menakit] na ku man Apaglimbangan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0223,literary,matibe,matibe,tibe,ma+tibe,ma | tibe,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,39,Asyas na na kang [matibe] Robin ning pamilya tamu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0224,religious,patayan,patayan,tayan,pa+tayan,pa | tayan,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,39,ing ninumang manakit kaku [patayan] naku Genesis At pekibatan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0225,literary,tuknangan,tuknangan,tuknang,tuknang+an,tuknang | an,-an,suffixation,N/V,suffix=-an,medium,39,a pauli king keang [tuknangan] Bakit kaya rugu alang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0226,literary,kabiasnan,kabiasnan,biasn,ka+biasn+an,ka | biasn | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,38,man a karamput mu [kabiasnan] Bitasang e na ke,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0227,religious,kinanua,kinanua,kanua,k+in+anua,k | in | anua,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,38,at metudtud ya kanita [kinanua] yang metung karing keang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0228,literary,ausan,ausan,aus,aus+an,aus | an,-an,suffixation,N/V,suffix=-an,medium,37,Tagalug a salita a [ausan] yung Pilipino Inia mal,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0229,literary,daralan,daralan,daral,daral+an,daral | an,-an,suffixation,N/V,suffix=-an,medium,37,papayakmul ing lengguahi rang [daralan] Nune ila pang megaral,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0230,literary,linapit,linapit,lapit,l+in+apit,l | in | apit,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,37,kayang pagdulapan Bigla yang [linapit] king talapagtanggul Kambe yang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0231,literary,lipulan,lipulan,lipul,lipul+an,lipul | an,-an,suffixation,N/V,suffix=-an,medium,37,caring dios-diosan sinabi nang [lipulan] la ding darapat king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0232,religious,makatalakad,makatalakad,talakad,maka+talakad,maka | talakad,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,37,atlu lang lalaki ding [makatalakad] king siping na at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0233,literary,pamanalastas,pamanalastas,nalastas,pama+nalastas,pama | nalastas,pama-,prefixation,V/ADJ/N,prefix=pama-,medium,37,cung miragdag ing cacung [pamanalastas] nung capilan ya'ta datang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0234,literary,panimanman,panimanman,nimanm,pa+nimanm+an,pa | nimanm | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,37,ala na ku king [panimanman] mu Lon mu t,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0235,literary,babayi,babayi,bayi,ba~bayi,ba~bayi,ba~,reduplication,V/ADJ,reduplicated_cv=ba; aspect_or_intensification,medium,36,bain n Ay ding [babayi] Dac l a m,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0236,literary,kailangan,kailangan,ilang,ka+ilang+an,ka | ilang | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,36,lang akit dit a [kailangan] mu Makisaglulu lang sumuyung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0237,literary,kaligaligan,kaligaligan,ligalig,ka+ligalig+an,ka | ligalig | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,36,mangilag at mingat King [kaligaligan] ba kang e mibatbt,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0238,literary,lalakad,lalakad,lakad,la~lakad,la~lakad,la~,reduplication,V/ADJ,reduplicated_cv=la; aspect_or_intensification,medium,36,Ginu lang bae nang [lalakad] Inyang itang tawling adle,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0239,literary,makatua,makatua,katua,ma+katua,ma | katua,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,36,mapait yang kalma Karetang [makatua] kanaku yang dimdam Diparan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0240,literary,manibatan,manibatan,ibat,man+ibat+an,man | ibat | an,man-; -an,prefixation+suffixation,V/ADJ/N,prefix=man-; suffix=-an,medium,36,iti Uling itang dagpang [manibatan] babo abung makariir Batu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0241,literary,timan,timan,tim,tim+an,tim | an,-an,suffixation,N/V,suffix=-an,medium,36,mesalpak ing yumu ning [timan] King pamangalambut ningh kanakung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0242,literary,binye,binye,bye,b+in+ye,b | in | ye,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,35,tin Kang buring sabyan [binye] Mung pagsalbat Ing kamatayan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0243,literary,makiramdam,makiramdam,kiramdam,ma+kiramdam,ma | kiramdam,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,35,Mayupaya King Kapampangan Ya [makiramdam] kakut makibat malagwa Wari,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0244,literary,pekiramdaman,pekiramdaman,kiramdam,pe+kiramdam+an,pe | kiramdam | an,pe-; -an,prefixation+suffixation,V/ADJ/N,prefix=pe-; suffix=-an,medium,35,dalan utus Ot eke [pekiramdaman] ing kekang suala kanita,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0245,literary,pepakit,pepakit,pakit,pe+pakit,pe | pakit,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,35,mayap mung kayasalan Ing [pepakit] mung ganaka a e,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0246,literary,sangkan,sangkan,sangk,sangk+an,sangk | an,-an,suffixation,N/V,suffix=-an,medium,35,na Lagyu Nanu kayang [sangkan] pepaymburisan Me king benging,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0247,literary,tata,tata,ta,ta~ta,ta~ta,ta~,reduplication,V/ADJ,reduplicated_cv=ta; aspect_or_intensification,medium,35,Hulyo DUKU KA RIN [Tata] sakab ko pu sakab,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0248,literary,legwan,legwan,legw,legw+an,legw | an,-an,suffixation,N/V,suffix=-an,medium,34,miraras Nu saalikut ing [legwan] kabud iti yang kinupas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0249,literary,linto,linto,lto,l+in+to,l | in | to,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,34,mismung migpabusta ika mismung [linto] sawil Karing kawal ning,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0250,literary,matula,matula,tula,ma+tula,ma | tula,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,34,Inya ya man pala [matula] ng magdiwang uling akung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0251,literary,miguising,miguising,uising,mig+uising,mig | uising,mig-,prefixation,V/ADJ/N,prefix=mig-,medium,34,gabun a laio ating [miguising] a bini--- Calupa ne,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0252,literary,pakalulu,pakalulu,kalulu,pa+kalulu,pa | kalulu,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,34,simba t siklaud Manyad [pakalulu] king Dyos a Mengabus,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0253,literary,penandit,penandit,nandit,pe+nandit,pe | nandit,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,34,wari makuyad mu Ing [penandit] mung penaya E wari,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0254,literary,tutung,tutung,tung,tu~tung,tu~tung,tu~,reduplication,V/ADJ,reduplicated_cv=tu; aspect_or_intensification,medium,34,Impyernus at e naman [tutung] atin tang kaladwa Nya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0255,literary,kanan,kanan,kan,kan+an,kan | an,-an,suffixation,N/V,suffix=-an,medium,33,sumala keng oras Ing [kanan] kung nasi binutil kugn,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0256,literary,luguran,luguran,lugur,lugur+an,lugur | an,-an,suffixation,N/V,suffix=-an,medium,33,karin idala Balu nong [luguran] ding sese dasnan na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0257,religious,magsantung,magsantung,santung,mag+santung,mag | santung,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,33,ume ko keni at [magsantung] kayu king kanakung lilung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0258,literary,makananung,makananung,nanung,maka+nanung,maka | nanung,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,33,la king masayang sunis [Makananung] e la mangapamulala Nandin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0259,literary,matudtud,matudtud,tudtud,ma+tudtud,ma | tudtud,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,33,e mirin justicia E [matudtud] ing Dyos Karing tampalasan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0260,literary,mumuna,mumuna,muna,m+um+una,m | um | una,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,33,mayap lalama Mung patnube [Mumuna] na itang kasuywan na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0261,literary,kaisipan,kaisipan,isip,ka+isip+an,ka | isip | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,32,Ing sinulud kening kakung [kaisipan] Map la pa kanaku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0262,literary,lele,lele,le,le~le,le~le,le~,reduplication,V/ADJ,reduplicated_cv=le; aspect_or_intensification,medium,32,na ning Cavite Ketang [lele] Bundok Buntis a nun,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0263,literary,makapangilabut,makapangilabut,ngilabut,makapa+ngilabut,makapa | ngilabut,makapa-,prefixation,V/ADJ/N,prefix=makapa-,medium,32,a salamat kaka Kening [makapangilabut] a inulat mung pikudta,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0264,literary,mamangan,mamangan,mang,ma~mang+an,ma~mang | an,ma~; -an,reduplication+suffixation,V/ADJ,reduplicated_cv=ma; aspect_or_intensification; suffix=-an,medium,32,keng maglutu atyu keng [mamangan] Makanian ya ing bie,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0265,literary,menibat,menibat,ibat,men+ibat,men | ibat,men-,prefixation,V/ADJ/N,prefix=men-,medium,32,la reti karetang pilapil [menibat] king baryu Balang makatagal,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0266,literary,mitagan,mitagan,mitag,mitag+an,mitag | an,-an,suffixation,N/V,suffix=-an,medium,32,Dilubyo ya na ing [mitagan] Alang e memana King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0267,literary,pinili,pinili,pili,p+in+ili,p | in | ili,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,32,quetauan Maliaring y CRISTO [pinili] Ne'ing aliuang paralan at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0268,literary,sintang,sintang,stang,s+in+tang,s | in | tang,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,32,tatakamna King pulut ning [sintang] simpa tang pisulwan Dapot,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0269,literary,kayatulan,kayatulan,yatul,ka+yatul+an,ka | yatul | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,31,E na kaligtasan Nune [kayatulan] ing Keang darala Nwan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
