entry_id,english_word,kapampangan_word,part_of_speech,semantic_note,example_english,example_kapampangan,example_split_status,eng_headword_in_example_exact,kap_headword_in_example_exact,source_name,source_url_en_kap,source_url_kap_en,dataset_role,quality_tier,validation_status
poly_fd74a8df3c59,flower,bulaklak,noun,the bloom of a plant,The flower is beautiful.,Masanting ing bulaklak.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_656bac33c746,food,pagkaen,noun,what is eaten for nourishment,The food is good.,Mayap ing pagkaen.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_234e69cdf73b,foot,bitis,noun,the end of the leg,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_55c340c5f9fc,friend,kaibigan,noun,a person one likes,She is my friend.,Ya ing kaibigan ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_1c76737f38de,frog,abyak,noun,,The frog croaked loudly in the pond.,Ing abyak ya ing menalugud keng batis.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_03b98ea8eb2f,fruit,prutas,noun,sweet edible plant produce,The fruit is sweet.,Matamis ing prutas.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_6f34fa2d845c,"gift, present",abuang,noun,,She received a lovely gift for her birthday.,Tangkil na ne ing mayap a abua para king keyang kabasan.,api_example_pair,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_47971eba28a0,girl,dalaga,noun,a female child,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_c2a3180a5d9a,hand,gamat,noun,the end of the arm,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_88f40454636a,head,ulu,noun,the top of the body,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_9ece0f92db64,heart,pusu,noun,the organ that pumps blood,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_02d3b90f8ce9,home,bale,noun,where one lives,I am going home.,Munta ku king bale.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_f357daa08469,house,bale,noun,a building to live in,Their house is new.,Bayu ing bale da.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_b9e02aee12f2,language,amanu,noun,system of communication,Kapampangan is a language.,Ing Kapampangan metung yang amanu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_ca04c7f26ae3,life,bie,noun,the state of being alive,Life is beautiful.,Masanting ing bie.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_a5f38a66a4ab,loan; lending,abulud,noun,,He asked for a loan to buy a house.,Miyutang ya king abulud para mibayâ king bale.,api_example_pair,False,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_34c6b2709f65,love,lugud,noun,deep affection,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_943385a8e8c2,man,lalaki,noun,an adult male human,The man is tall.,Matas ya ing lalaki.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_f3d03db6a146,meat,karni,noun,animal flesh as food,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_1e7c5cff315d,milk,gatas,noun,white liquid produced by mammals,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_6ed6aabeb1c6,money,salapi,noun,currency used to buy things,I need more money.,Kailangan ku pang salapi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5d561cc29a1c,month,bulan,noun,one of twelve calendar divisions,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_9396c10622b6,moon,bulan,noun,natural satellite of earth,The moon is bright tonight.,Maslag ing bulan ing bengi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_ad0b4c83c281,morning,abak,noun,early part of the day,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_fdbce57cff30,mother,indu,noun,a female parent,My mother is cooking.,Maglulutu ya ing indu ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_38139a7e4106,mountain,bunduk,noun,large landform rising above its surroundings,The mountain is high.,Matas ing bunduk.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_ca25bbef9b14,mouth,ngusu,noun,opening for eating and speaking,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_d8f8c94dc267,mushroom,abung,noun,,We found a large mushroom in the forest.,Mikan mu ing dakal a abung king kakawanan.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_52c09a9dfd16,music,musika,noun,art of organized sound,The music is beautiful.,Masanting ing musika.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_10d23aba9e71,name,lagiu,noun,what someone is called,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_dd90a1c75426,night,bengi,noun,period when it is dark,The night is cold.,Malamig ing bengi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_9c7c7d3206e4,nose,ilung,noun,organ of smell,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_4da7895454d9,person,tau,noun,an individual human,That person is kind.,Masanting ya ing tau a ita.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_ec440548c34f,rain,ulan,noun,water falling from clouds,The rain is strong.,Mabaskug ing ulan.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_f60d982c7895,reward,ablas,noun,,He received a reward for his bravery.,Mikatang yang ablas uli ning katapangan na.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_2f4d4b9b0206,rice,nasi,noun,the staple grain,The rice is hot.,Mainit ing nasi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d9ba280ae47d,river,ilu,noun,a large natural stream,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_42226945a094,room,kwartu,noun,an enclosed space in a building,The room is small.,Maliit ing kwartu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d541af1fdb02,school,eskwela,noun,place of education,The school is nearby.,Adeni ing eskwela.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_f5e832ca158d,sea,dayat,noun,a large body of salt water,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_95baac9ab30d,sky,langit,noun,the atmosphere above,The sky is blue.,Asul ing langit.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_16f88c1f10fc,star,bituin,noun,celestial body of glowing gas,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_def7a1dec860,story,istorya,noun,a narrative account,The story is very good.,Mayap ya pin ing istorya.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_8b32d9d47176,street,dalan,noun,a public road in a town,The street is long.,Mabayat ing dalan.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_b49e3ff3e325,sun,alisngaw,noun,the star at the center of our system,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_94ad0cec5112,table,lamisaan,noun,flat-topped piece of furniture,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_b913c043069a,tea,tsa,noun,drink made from steeped leaves,The tea is hot.,Mainit ing tsa.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_22bd0e190e63,thing,bagay,noun,an object or matter,That thing is new.,Bayu ing bagay a ita.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_fba1b448ff65,time,panahun,noun,the indefinite continued progress of existence,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_f4152b852311,treasure,abubut,noun,,The pirate buried his treasure chest.,Inukub ne ning pirata ing kayang abubut.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_fec3ebed8ece,tree,puno,noun,tall woody plant,The tree is tall.,Matas ing puno.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_7bc93f12f08f,water,danum,noun,the clear drinkable liquid,The water is cold.,Malamig ing danum.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_142a522d27ec,way,dalan,noun,a method or path,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_c3c4525b900e,week,linggu,noun,seven days,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_1ac7fc4e33e3,wind,angin,noun,moving air,The wind is cold.,Malamig ing angin.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_ed10fe3be6a6,woman,babai,noun,an adult female human,The woman is strong.,Mabaskug ya ing babai.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_b4e7fa165d35,word,amanu,noun,a unit of language,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_7d7b41605f0f,work,obra,noun,labor or employment,My work is hard.,Mahirap ing obra ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_0266135d9b5b,world,mundu,noun,the earth,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_076b0434870c,year,banua,noun,twelve months,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_574300408ed4,for,para king,preposition,intended to benefit,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_1b8f2be176e2,from,ibat king,preposition,indicating origin,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_0757ddda0cb0,to,king,preposition,indicating destination,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_a4f4e48897b7,with,karing,preposition,accompanying,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_8a425ef38649,without,aliwa,preposition,lacking,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_08c1028d4d05,I,aku,pronoun,first person singular,I am here now.,Aku atin ku keni ngeni.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_4a04cee753b5,he,ya,pronoun,third person masculine,He is at school.,Ya atiu king eskwela.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_3ad47c14ee4d,she,ya,pronoun,third person feminine,She is my sister.,Ya ing kapatad kung babai.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_46cb707c2777,they,ila,pronoun,third person plural,They live in the city.,Ila e makiabe king balen.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_410f9f505757,we,itamu,pronoun,first person plural,We will go tomorrow.,Itamu munta bukas.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d4a0fb70cba7,what,nanu,pronoun,interrogative,What do you want now?,Nanu ing buri mu ngeni?,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_e801752fcde5,who,ninu,pronoun,interrogative person,Who is that person?,Ninu itaung tau?,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_b5f37d9235bd,you,ika,pronoun,second person,You are my friend.,Ika ing kaibigan ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_901c9e642600,accost,abat,verb,,,,api_lookup_only,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_8d94a6ca92f5,jump,abtak,verb,,The child can jump very high.,Abalang tumakab ya ing anak.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_b6fa935d1b51,open,abli,verb,,Please open the door for me.,Pakibuklat la pu ing punkana para kaku.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_6687de399282,rent; lease; hire,abang,verb,,We need to rent a car for the trip.,Kailangan tamung abang keng kotsi para king biyahe.,api_example_pair,False,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_110aafe8e55e,to ask,magtanung,verb,request information,Ask the teacher now.,Magtanung ka king maestro ngeni.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_fef1f6e0ccc4,to be,maging,verb,exist or have a state,She is happy today.,Masaya ya ngening aldo.,overlap_split,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_f14e1445e697,to be able to,abno,verb,,I can do it.,A-ku-ng-a-la-ya-ku.,api_example_pair,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_946a9c065142,to be able to,abtong,verb,,I can go to the store.,Aku ing abang king tindahan.,api_example_pair,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_a95b6b84a6d9,to buy,sali,verb,acquire by paying,We buy fresh fish.,Sali kami bangus a bayu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_b62eab8fcc7e,to carry,abal,verb,,Please carry this bag for me.,Pakisúlat mo ing bag a ini para kaku.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_56eefe93bbd2,to close,sara,verb,shut,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_5551a40d8d28,to come,datang,verb,move toward the speaker,Please come to my house.,Datang ka king bale ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d6a9d6bf7786,to die,mate,verb,cease to live,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_22c1ef8facbf,to do,gawan,verb,perform an action,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_d61b125c776a,to drink,inum,verb,consume liquid,I drink hot tea.,Inum ku mainit a tsa.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_e6fab4368ad0,to eat,kan,verb,consume food,The child eats rice.,Kakan ing anak nasi.,overlap_split,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5484d0e383fd,to find,akit,verb,discover,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_8d6605736017,to give,bie,verb,transfer to another,Give me some water.,Bie me kung danum.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_e8d1d9ca340a,to go,munta,verb,move toward a place,We go to school early.,Munta kami king eskwela abak.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_609628a6037d,to go up,ablus,verb,,Please go up the stairs carefully.,Lulutang kayo king hagdanan.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
