id,surface,normalized,root,morph_segments,affixes,process,original_confidence,reconstruction_ok,root_in_v2_lexicon,root_in_secondary_lexicon,reconciliation_root_tier,affix_recognized,in_known_function_word_list,reconciliation_conflict,reconciliation_conflict_reason,tier
kap-morph-0202,magsaya,magsaya,saya,mag+saya,mag-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0203,manintun,manintun,intun,man+intun,man-,prefixation,medium,True,True,False,none,True,False,False,,A_strong_silver
kap-morph-0204,panintunan,panintunan,nintun,pa+nintun+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,True,"existing v2/v4 analysis already accepts root 'intun' (segments 'Pan + intun + an') for this exact surface, not 'nintun'",F_conflicts_with_reconciliation_evidence
kap-morph-0205,aslagan,aslagan,aslag,aslag+an,-an,suffixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0206,lelangan,lelangan,lelang,lelang+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0207,linigtas,linigtas,ligtas,l+in+igtas,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0208,palsintan,palsintan,lsint,pa+lsint+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0209,nune,nune,nune,nune,,function_word,high,True,True,False,weak,,False,False,,B_moderate_silver
kap-morph-0210,pepanuanan,pepanuanan,panuan,pe+panuan+an,pe-; -an,prefixation+suffixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0211,sugatan,sugatan,sugat,sugat+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0212,sumpa,sumpa,spa,s+um+pa,-um-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0213,kanuanan,kanuanan,nuan,ka+nuan+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0214,katapatan,katapatan,tapat,ka+tapat+an,ka- + -an,circumfixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0215,luklukan,luklukan,lukluk,lukluk+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0216,parang,parang,rang,pa+rang,pa-,prefixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0217,patutu,patutu,tutu,pa+tutu,pa-,prefixation,medium,True,True,True,weak,True,False,False,,A_strong_silver
kap-morph-0218,sinampa,sinampa,sampa,s+in+ampa,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0219,kawatasan,kawatasan,watas,ka+watas+an,ka- + -an,circumfixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0220,malapit,malapit,lapit,ma+lapit,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0221,maligaya,maligaya,ligaya,ma+ligaya,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0222,menakit,menakit,akit,men+akit,men-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0223,matibe,matibe,tibe,ma+tibe,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0224,patayan,patayan,tayan,pa+tayan,pa-,prefixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0225,tuknangan,tuknangan,tuknang,tuknang+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0226,kabiasnan,kabiasnan,biasn,ka+biasn+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0227,kinanua,kinanua,kanua,k+in+anua,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0228,ausan,ausan,aus,aus+an,-an,suffixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0229,daralan,daralan,daral,daral+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0230,linapit,linapit,lapit,l+in+apit,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0231,lipulan,lipulan,lipul,lipul+an,-an,suffixation,medium,True,False,True,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0232,makatalakad,makatalakad,talakad,maka+talakad,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0233,pamanalastas,pamanalastas,nalastas,pama+nalastas,pama-,prefixation,medium,True,False,False,none,False,False,True,"existing v2/v4 analysis already accepts root 'manalastas' (segments 'pa + manalastas') for this exact surface, not 'nalastas'",F_conflicts_with_reconciliation_evidence
kap-morph-0234,panimanman,panimanman,nimanm,pa+nimanm+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0235,babayi,babayi,bayi,ba~bayi,ba~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0236,kailangan,kailangan,ilang,ka+ilang+an,ka- + -an,circumfixation,medium,True,False,False,strong,True,False,False,,A_strong_silver
kap-morph-0237,kaligaligan,kaligaligan,ligalig,ka+ligalig+an,ka- + -an,circumfixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0238,lalakad,lalakad,lakad,la~lakad,la~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0239,makatua,makatua,katua,ma+katua,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0240,manibatan,manibatan,ibat,man+ibat+an,man-; -an,prefixation+suffixation,medium,True,True,True,strong,True,False,True,"existing v2/v4 analysis already accepts root 'Manibat' (segments 'Manibat + an') for this exact surface, not 'ibat'",F_conflicts_with_reconciliation_evidence
kap-morph-0241,timan,timan,tim,tim+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0242,binye,binye,bye,b+in+ye,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0243,makiramdam,makiramdam,kiramdam,ma+kiramdam,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0244,pekiramdaman,pekiramdaman,kiramdam,pe+kiramdam+an,pe-; -an,prefixation+suffixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0245,pepakit,pepakit,pakit,pe+pakit,pe-,prefixation,medium,True,False,False,strong,False,False,False,,C_weak_needs_review
kap-morph-0246,sangkan,sangkan,sangk,sangk+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0247,tata,tata,ta,ta~ta,ta~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0248,legwan,legwan,legw,legw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0249,linto,linto,lto,l+in+to,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0250,matula,matula,tula,ma+tula,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0251,miguising,miguising,uising,mig+uising,mig-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0252,pakalulu,pakalulu,kalulu,pa+kalulu,pa-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0253,penandit,penandit,nandit,pe+nandit,pe-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0254,tutung,tutung,tung,tu~tung,tu~,reduplication,medium,True,True,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0255,kanan,kanan,kan,kan+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0256,luguran,luguran,lugur,lugur+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0257,magsantung,magsantung,santung,mag+santung,mag-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0258,makananung,makananung,nanung,maka+nanung,maka-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0259,matudtud,matudtud,tudtud,ma+tudtud,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0260,mumuna,mumuna,muna,m+um+una,-um-,infixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0261,kaisipan,kaisipan,isip,ka+isip+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0262,lele,lele,le,le~le,le~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0263,makapangilabut,makapangilabut,ngilabut,makapa+ngilabut,makapa-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0264,mamangan,mamangan,mang,ma~mang+an,ma~; -an,reduplication+suffixation,medium,True,True,False,weak,True,False,True,"existing v2/v4 analysis already accepts root 'mangan' (segments 'Ma + mangan') for this exact surface, not 'mang'",F_conflicts_with_reconciliation_evidence
kap-morph-0265,menibat,menibat,ibat,men+ibat,men-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0266,mitagan,mitagan,mitag,mitag+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0267,pinili,pinili,pili,p+in+ili,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0268,sintang,sintang,stang,s+in+tang,-in-,infixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0269,kayatulan,kayatulan,yatul,ka+yatul+an,ka- + -an,circumfixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0270,kinuldas,kinuldas,kuldas,k+in+uldas,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0271,lumakad,lumakad,lakad,l+um+akad,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0272,magdala,magdala,dala,mag+dala,mag-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0273,makanianman,makanianman,nianm,maka+nianm+an,maka-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0274,malinis,malinis,linis,ma+linis,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0275,pemalaguiuwan,pemalaguiuwan,malaguiuw,pe+malaguiuw+an,pe-; -an,prefixation+suffixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0276,pilinan,pilinan,linan,pi+linan,pi-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0277,sabyan,sabyan,saby,saby+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0278,sinulat,sinulat,sulat,s+in+ulat,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0279,tumakut,tumakut,takut,t+um+akut,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0280,atulan,atulan,atul,atul+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0281,basan,basan,bas,bas+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0282,beluan,beluan,belu,belu+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0283,durulukan,durulukan,duruluk,duruluk+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0284,kutkutan,kutkutan,kutkut,kutkut+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0285,likwan,likwan,likw,likw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0286,maluka,maluka,luka,ma+luka,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0287,masaya,masaya,saya,ma+saya,ma-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0288,paburen,paburen,buren,pa+buren,pa-,prefixation,medium,True,False,False,strong,True,False,False,,A_strong_silver
kap-morph-0289,tinakas,tinakas,takas,t+in+akas,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0290,tinas,tinas,tas,t+in+as,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0291,apat,apat,apat,apat,,function_word,high,True,True,True,strong,,False,False,,B_moderate_silver
kap-morph-0292,kalalaman,kalalaman,lalam,ka+lalam+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0293,linawe,linawe,lawe,l+in+awe,-in-,infixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0294,lulual,lulual,lual,lu~lual,lu~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0295,makapamisan,makapamisan,misan,makapa+misan,makapa-,prefixation,medium,True,False,True,strong,False,False,False,,C_weak_needs_review
kap-morph-0296,mumunang,mumunang,munang,m+um+unang,-um-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0297,pakibatan,pakibatan,kibat,pa+kibat+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,True,"existing v2/v4 analysis already accepts root 'Pakibat' (segments 'Pakibat + an') for this exact surface, not 'kibat'",F_conflicts_with_reconciliation_evidence
kap-morph-0298,santungan,santungan,santung,santung+an,-an,suffixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0299,keraklan,keraklan,kerakl,kerakl+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0300,macanian,macanian,cani,ma+cani+an,ma-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0301,malagung,malagung,lagung,ma+lagung,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0302,maranun,maranun,ranun,ma+ranun,ma-,prefixation,medium,True,True,False,none,True,False,False,,A_strong_silver
kap-morph-0303,mawala,mawala,wala,ma+wala,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0304,pagkeran,pagkeran,gker,pa+gker+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0305,pamanyampa,pamanyampa,nyampa,pama+nyampa,pama-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0306,panayan,panayan,ayan,pan+ayan,pan-,prefixation,medium,True,True,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0307,pilatan,pilatan,latan,pi+latan,pi-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0308,sigatan,sigatan,sigat,sigat+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0309,sinugat,sinugat,sugat,s+in+ugat,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0310,sinuyu,sinuyu,suyu,s+in+uyu,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0311,alipan,alipan,alip,alip+an,-an,suffixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0312,kalibakan,kalibakan,libak,ka+libak+an,ka- + -an,circumfixation,medium,True,False,True,weak,True,False,False,,B_moderate_silver
kap-morph-0313,kayarian,kayarian,yari,ka+yari+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0314,magkailangan,magkailangan,kailang,mag+kailang+an,mag-; -an,prefixation+suffixation,medium,True,False,False,weak,True,False,True,"existing v2/v4 analysis already accepts root 'kailangan' (segments 'mag + kailangan') for this exact surface, not 'kailang'",F_conflicts_with_reconciliation_evidence
kap-morph-0315,malati,malati,lati,ma+lati,ma-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0316,mayupaya,mayupaya,yupaya,ma+yupaya,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0317,midian,midian,midi,midi+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0318,nanan,nanan,nan,na~nan,na~,reduplication,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0319,panamdam,panamdam,amdam,pan+amdam,pan-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0320,dinalung,dinalung,dalung,d+in+alung,-in-,infixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0321,dinam,dinam,dam,d+in+am,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0322,kagutgutan,kagutgutan,gutgut,ka+gutgut+an,ka- + -an,circumfixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0323,kalinguan,kalinguan,lingu,ka+lingu+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0324,makapagmulalang,makapagmulalang,mulalang,makapag+mulalang,makapag-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0325,makipamuk,makipamuk,kipamuk,ma+kipamuk,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0326,masikanan,masikanan,sikan,ma+sikan+an,ma-; -an,prefixation+suffixation,medium,True,True,False,strong,True,False,True,"existing v2/v4 analysis already accepts root 'masikan' (segments 'masikan + an') for this exact surface, not 'sikan'",F_conflicts_with_reconciliation_evidence
kap-morph-0327,minaus,minaus,maus,m+in+aus,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0328,minunang,minunang,munang,m+in+unang,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0329,pangisnawa,pangisnawa,isnawa,pang+isnawa,pang-,prefixation,medium,True,False,True,none,True,False,False,,B_moderate_silver
kap-morph-0330,panlalawe,panlalawe,lalawe,pan+lalawe,pan-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0331,sumuyu,sumuyu,suyu,s+um+uyu,-um-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0332,tinuki,tinuki,tuki,t+in+uki,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0333,capampangan,capampangan,capampang,capampang+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0334,kakanan,kakanan,kanan,ka~kanan,ka~,reduplication,medium,True,False,False,weak,True,False,True,"existing v2/v4 analysis already accepts root 'kan' (segments 'Ka + kan + an') for this exact surface, not 'kanan'",F_conflicts_with_reconciliation_evidence
kap-morph-0335,kakataskatasan,kakataskatasan,kataskatas,ka+kataskatas+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0336,kamarinayan,kamarinayan,marinay,ka+marinay+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0337,kapulungan,kapulungan,pulung,ka+pulung+an,ka- + -an,circumfixation,medium,True,False,True,weak,True,False,False,,B_moderate_silver
kap-morph-0338,lumapit,lumapit,lapit,l+um+apit,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0339,makalukluk,makalukluk,lukluk,maka+lukluk,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0340,manases,manases,ases,man+ases,man-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0341,masampat,masampat,sampat,ma+sampat,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0342,masayang,masayang,sayang,ma+sayang,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0343,minum,minum,mum,m+in+um,-in-,infixation,medium,True,False,False,strong,True,False,False,,A_strong_silver
kap-morph-0344,myuman,myuman,myum,myum+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0345,pisamban,pisamban,samb,pi+samb+an,pi-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0346,tatang,tatang,tang,ta~tang,ta~,reduplication,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0347,anam,anam,anam,anam,,function_word,high,True,True,True,strong,,False,False,,B_moderate_silver
kap-morph-0348,batiawan,batiawan,batiaw,batiaw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0349,dangalan,dangalan,dangal,dangal+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0350,kakaluguran,kakaluguran,kalugur,ka+kalugur+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,True,"existing v2/v4 analysis already accepts root 'KALUGURAN' (segments 'KA + KALUGURAN') for this exact surface, not 'kalugur'",F_conflicts_with_reconciliation_evidence
kap-morph-0351,kayupayan,kayupayan,yupay,ka+yupay+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0352,magligtas,magligtas,ligtas,mag+ligtas,mag-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0353,mamagus,mamagus,magus,ma~magus,ma~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0354,matuang,matuang,tuang,ma+tuang,ma-,prefixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0355,pamintuan,pamintuan,mintu,pa+mintu+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0356,pangatau,pangatau,atau,pang+atau,pang-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0357,patugut,patugut,tugut,pa+tugut,pa-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0358,saupan,saupan,saup,saup+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0359,singsing,singsing,sgsing,s+in+gsing,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0360,susuyu,susuyu,suyu,su~suyu,su~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0361,binutil,binutil,butil,b+in+util,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0362,kiniak,kiniak,kiak,k+in+iak,-in-,infixation,medium,True,False,True,weak,True,False,False,,B_moderate_silver
kap-morph-0363,labanan,labanan,laban,laban+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0364,lakuan,lakuan,laku,laku+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0365,liguran,liguran,ligur,ligur+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0366,mabayat,mabayat,bayat,ma+bayat,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0367,malalam,malalam,lalam,ma+lalam,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0368,mapilan,mapilan,pilan,ma+pilan,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0369,minie,minie,mie,m+in+ie,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0370,minta,minta,mta,m+in+ta,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0371,pakakalulu,pakakalulu,kakalulu,pa+kakalulu,pa-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0372,pamipamuk,pamipamuk,pamuk,pami+pamuk,pami-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0373,panata,panata,nata,pa+nata,pa-,prefixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0374,pisali,pisali,sali,pi+sali,pi-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0375,tinikdo,tinikdo,tikdo,t+in+ikdo,-in-,infixation,medium,True,True,True,weak,True,False,False,,A_strong_silver
kap-morph-0376,akalinguan,akalinguan,akalingu,akalingu+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0377,daramdaman,daramdaman,daramdam,daramdam+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
