id,batch,kapampangan,filipino,correct,comment
rv_0608,5 - stories (already native-authored; light spot-check only),"""Ima mangan tana po. Danupan nakung danupan,"" anang megmakalunus Anette kang Ima na at diniretsu yang minta king lamesa.","""Ina, kakain na po tayo. Gutom na gutom na po ako,"" sabi ng pagod na si Anette sa kanyang Ina habang dumederetso siya sa hapag-kainan.",,
rv_0609,5 - stories (already native-authored; light spot-check only),"""Saguli,"" anang ima na.","""Sandali,"" sabi ng kanyang Ina.",,
rv_0610,5 - stories (already native-authored; light spot-check only),"""Wasan mula pa ding gamat mu, sobra la karinat,"" anang Ima na.","""Marumi pa ang iyong mga kamay, napakadumi nila,"" sabi ng kanyang Ina.",,
rv_0611,5 - stories (already native-authored; light spot-check only),Pero aline pekiramdaman i Ima na at mengan yang marinat gamat.,Pero hindi pinansin ito ni Anette at kumain siya na may maruming kamay.,,
rv_0612,5 - stories (already native-authored; light spot-check only),"Kaybat nang mengan, linwal ne naman para mamyalung anggang disoras na at penintun na la pa ding kayang kakyalung.","Pagkatapos kumain, lumabas na naman siya para maglaro hanggang sa oras na, at hinanap niya ang kanyang mga kalarong kaibigan.",,
rv_0613,5 - stories (already native-authored; light spot-check only),"Kaybat na nita, minuli yang kikyak i Anette, ""Ima, ana, sobra ya kasakit ing kakung atyan.""","Pagkatapos noon, umuwi si Anette na umiiyak, ""Ina, ang sakit ng tiyan ko.""",,
rv_0614,5 - stories (already native-authored; light spot-check only),"""King malumane boses, anang Ima na kaya,"" Yan ing maralas kung sasabyan keka.","Sa mahinang tinig, sinabi sa kanya ng kanyang Ina, ""Iyan ang madalas kong sinasabi sa iyo.",,
rv_0615,5 - stories (already native-authored; light spot-check only),Ali ka maglakto keng pamamangan.,Huwag kang magpabaya sa pagkain.,,
rv_0616,5 - stories (already native-authored; light spot-check only),Kaylangan mula ring linisan ding gamat mu bayu mangan at kaylangan ding paynawa ka.,"Kailangan mong linisin ang iyong mga kamay bago kumain, at kailangan mong magpahinga.""",,
rv_0617,5 - stories (already native-authored; light spot-check only),"King kerakalan da ring klasi king Delos Remedios Elementary School, ing Grade III Seksyun I yang pasibayung miparangalang, ""Most Environment Friendly"" a klasi ngening banwang ini.","Sa lahat ng klase sa Delos Remedios Elementary School, ang Grade III Seksyon 1 ang muling nagwagi bilang ""Most Environment Friendly"" na klase ngayong taon.",,
rv_0618,5 - stories (already native-authored; light spot-check only),"Anyakitnan da la ring karelang sikretu nung bakit ila parati ing manyambut kilub ning tuki-tuking limang banwa, pelino de ing karelang paralan.","Ibinunyag nila ang kanilang sikreto kung bakit sila palaging nananalo sa loob ng limang magkakasunod na taon, at ibinahagi nila ang kanilang paraan.",,
rv_0619,5 - stories (already native-authored; light spot-check only),"I Gng. Manipon, ing karelang mestra, sinabi nang patupad na king kayang klasi ing, ""Ibulsa ing Sariling Basura"" kilub ning pabanwa, susubay-bayan na la ring anak king kayang klasi anggang medisiplina la.","Sinabi ni Gng. Manipon, ang kanilang guro, na ipinapatupad niya sa kanyang klase ang ""Ibulsa ang Sariling Basura"" sa buong taon, at sinusubaybayan niya ang mga bata sa kanyang klase hanggang sila ay maging disiplinado.",,
rv_0620,5 - stories (already native-authored; light spot-check only),Pagawa na rin ini kareng karelang pibale-bale.,Ginagawa rin nila ito sa kani-kanilang mga bahay.,,
rv_0621,5 - stories (already native-authored; light spot-check only),"Ngenim banwang ini, ing pekamaragul dang proyektu iyapin ing ""Gamitan Pasibayu ing Bage Megamit"".","Ngayong taon, ang pinakamalaking proyekto nila ay ang ""Muling Gamitin ang mga Nagamit na Bagay.""",,
rv_0622,5 - stories (already native-authored; light spot-check only),Tungkul ya ini king pamagrecycle kareng megamit nang bage.,Ito ay tungkol sa pag-recycle ng mga nagamit na bagay.,,
rv_0623,5 - stories (already native-authored; light spot-check only),"Sinabi da reng anak na mekakolekta lang marakal a bage kalupa ning lumang diaryu, kartun, boti at aliwa pa.","Sinabi ng mga bata na nangongolekta sila ng maraming bagay tulad ng lumang diyaryo, karton, boti, at iba pa.",,
rv_0624,5 - stories (already native-authored; light spot-check only),"Ibat kareng akolekta rang gamit, mekagawa lang plorera a Paper Mache, mangalating animalis at dukanan lapis na karelang penakitan ginamit dala para makapagpagawa lang sariing banyu king karelang kwartu.","Mula sa mga nakolektang gamit, nakagawa sila ng plorera na gawa sa paper mache, iba't ibang hugis-hayop, at lalagyan ng lapis, na ang naipong benta ay ginagamit nila para makagawa ng sarili nilang pondo sa kanilang klase.",,
rv_0625,5 - stories (already native-authored; light spot-check only),Asahan nang Gng. Ramos na pakyapusada ing gewa da ring aliwa pa.,Umaasa si Gng. Ramos na matatapos ang iba pa nilang ginagawa.,,
rv_0626,5 - stories (already native-authored; light spot-check only),"Agkatan na lang mag ""Reduce, Reuse, at Recycle"".","Hinihikayat niya ang lahat na mag-""Reduce, Reuse, at Recycle.""",,
rv_0627,5 - stories (already native-authored; light spot-check only),"Ana pin, ""Manakitan na ka, Makasaup ka pa king kapaligiran.""","Sabi pa niya, ""Kikita ka pa, at makakatulong ka pa sa kapaligiran.""",,
rv_0628,5 - stories (already native-authored; light spot-check only),"King Bunduk Arayat king Pampanga ating makatuknang metung a engkantada, i Mariang Sinukwan.","Sa Bundok Arayat sa Pampanga, may naninirahang isang engkantada, si Mariang Sinukwan.",,
rv_0629,5 - stories (already native-authored; light spot-check only),"Tune yang malagu i Maria, matas ya at talagang makaenganyung lalawen.","Talagang maganda si Maria, matangkad siya at talagang kahali-halinang tingnan.",,
rv_0630,5 - stories (already native-authored; light spot-check only),Deng tau karin lalawen de anti mong metung a diyosa.,Ang mga taong nakakakita sa kanya doon ay iniisip na siya ay isang diyosa.,,
rv_0631,5 - stories (already native-authored; light spot-check only),"Uling talagang maganaka ya, sosopan na lang Maria deng taung manuknangan king palibut ning bunduk.","Dahil talagang mapagbigay siya, sinusuportahan ni Maria ang mga taong naninirahan sa paligid ng bundok.",,
rv_0632,5 - stories (already native-authored; light spot-check only),"Mamili yang miyayaliwang prutas, gule at aliwa pang apangan da reng tau kareng tarangkahan da reng balang bale.","Namimili siya ng iba't ibang prutas, gulay, at iba pang pagkain para sa mga tao sa may tarangkahan ng bawat bahay.",,
rv_0633,5 - stories (already native-authored; light spot-check only),Palagad-lagad papakit ya rin i Maria kareng taung kayang dirinan.,"Paminsan-minsan, nagpapakita rin si Maria sa mga taong malapit sa kanyang tinitirhan.",,
rv_0634,5 - stories (already native-authored; light spot-check only),"Ban ipakit da ring tau ing karelang pamipasalamat kang Maria, mengaku la na ali mukyat king bunduk nang Mariang Sinukwan.","Upang ipakita ng mga tao ang kanilang pasasalamat kay Maria, nangako sila na hindi aakyat sa bundok ni Mariang Sinukwan.",,
rv_0635,5 - stories (already native-authored; light spot-check only),Pengaku da murin na alila mandakap animals at manag tal karetang sampaga at aliwa pang bungang tanaman king bunduk.,Nangako rin sila na hindi manghuhuli ng mga hayop at pipitas ng sampagita at iba pang bungang tanim sa bundok.,,
rv_0636,5 - stories (already native-authored; light spot-check only),Pero ating bayung sibul a kayanakan a meging mapangahas at meging makasarili.,Ngunit may bagong lipi ng mga kabataang naging pangahas at naging makasarili.,,
rv_0637,5 - stories (already native-authored; light spot-check only),"Misan a aldo, minukyat la king bunduk at megdala lang dakal a saku.","Isang araw, umakyat sila sa bundok at nagdala ng maraming sako.",,
rv_0638,5 - stories (already native-authored; light spot-check only),Kitmu dala ngan deng karelang saku karetang miyayaliwang bungang gule at prutas akit da king bunduk.,Pinuno nila ang kanilang mga sako ng iba't ibang prutas at gulay na nakita nila sa bundok.,,
rv_0639,5 - stories (already native-authored; light spot-check only),Pati animales dekap da la at dinatuk keng saku.,Pati mga hayop ay hinuli nila at itinali sa sako.,,
rv_0640,5 - stories (already native-authored; light spot-check only),"Ulina nita, mimwa ya i Mariang Sinukwan at perusan na la detang mapangahas menako king bunduk at ali nala mekapagbalik pa kareng kare-karelang pibale-bale.","Dahil dito, nagpakita si Mariang Sinukwan at pinarusahan ang mga pangahas na iyon na nagnakaw sa bundok, at hindi na sila nakabalik pa sa kani-kanilang tahanan.",,
rv_0641,5 - stories (already native-authored; light spot-check only),"Agyang anti kanita na ing milyari, alilapa mu rin medala ding aliwa king pamanako king bunduk.","Kahit ganito ang nangyari, mayroon pa ring iba na nangahas manakaw sa bundok.",,
rv_0642,5 - stories (already native-authored; light spot-check only),"Ding aliwa naman ala lang pakundangan king pamanyira king bunduk bilang parusa, tinuknang neng mamye prutas, gule at animali kareng tau i Maria.","Ang iba naman ay walang paggalang sa pananakit sa bundok; bilang parusa, tumigil si Maria sa pagbibigay ng prutas, gulay, at hayop sa mga tao.",,
rv_0643,5 - stories (already native-authored; light spot-check only),Ali dane mu rin ikit manibat kanita i Mariang Sinukuan uling minukyat ne king tuktuk ning bunduk at aline tinipa pa kapilan man.,Wala nang nakakita kay Mariang Sinukwan mula noon dahil umakyat na siya sa tuktok ng bundok at hindi na siya nakita kahit kailan.,,
rv_0644,5 - stories (already native-authored; light spot-check only),Bayu yang lipat i Rowean king Sta. Ana Elementary School.,Bago lumipat si Rowena sa Sta. Ana Elementary School.,,
rv_0645,5 - stories (already native-authored; light spot-check only),Kakabag ya salu kabang palub lang Ima na king iskwela.,Kinakabahan siya habang papasok sila ng kanyang Ina sa paaralan.,,
rv_0646,5 - stories (already native-authored; light spot-check only),Ikit nala ring anak a mamyalung antimong pakabulus a ayup king playground ning iskwela.,Nakita nila ang mga batang naglalaro na parang mga malayang ibon sa playground ng paaralan.,,
rv_0647,5 - stories (already native-authored; light spot-check only),Mumuna reng pintalan ing opisina na ning principal.,Una nilang pinuntahan ang opisina ng principal.,,
rv_0648,5 - stories (already native-authored; light spot-check only),Biglang milako ing kabag ng salu anyang selubungan nala ning principal a makimalwalas a lupa.,Biglang nawala ang kaba niya nang salubungin sila ng principal na may mabait na mukha.,,
rv_0649,5 - stories (already native-authored; light spot-check only),Sinabi ra king principal ing sangkan kung bakit lilipat ya i Rowena ibat king Bulacan.,Sinabi nila sa principal ang dahilan kung bakit lilipat si Rowena mula sa Bulacan.,,
rv_0650,5 - stories (already native-authored; light spot-check only),Tiki nala ning principal king kayang maging mestra at lalu yang mipasno anyang akit nala rin ding kayang kaklasi na balamu maamung tupa.,"Isinama sila ng principal sa magiging guro niya, at lalo siyang natuwa nang makita niya ang kanyang mga kaklase na parang maaamong tupa.",,
rv_0651,5 - stories (already native-authored; light spot-check only),Agad yang ating akaluguran at meging masaya ing mumuna nang aldo king kayang bayung pipagaralang kwartu.,"Agad siyang nagkaroon ng kaibigan, at naging masaya ang unang araw niya sa kanyang bagong silid-aralan.",,
rv_0652,5 - stories (already native-authored; light spot-check only),Pinasyal ne mu rin ning principal karing miyayaliwang lugar/parti ning iskwela.,Pinasyal din siya ng principal sa iba't ibang bahagi ng paaralan.,,
rv_0653,5 - stories (already native-authored; light spot-check only),"Ing Sta. Maria, ing kekaming baryun keragulan.","Ang Sta. Maria, ang aming bayan, ay dati nang masaya.",,
rv_0654,5 - stories (already native-authored; light spot-check only),Dati yang simpli mung komunidad.,Noon ito ay simple lamang na komunidad.,,
rv_0655,5 - stories (already native-authored; light spot-check only),Deng memaryu mikikilala la ngan at mipapanyaup.,Ang mga kapitbahay ay magkakakilala at nagtutulungan.,,
rv_0656,5 - stories (already native-authored; light spot-check only),Kuntentu na la nung atin lang radyu kareng kare-karelang pibale-bale at makikiramdam balita.,Kontento na sila kung mayroon lang silang radyo sa kani-kanilang bahay at nakakapakinig ng balita.,,
rv_0657,5 - stories (already native-authored; light spot-check only),Den namang anak mamyalung lang sabatan ampong salikutan king dalan neng bengi.,Ang mga bata naman ay naglalaro lamang ng sabatan at salikutan sa daan tuwing gabi.,,
rv_0658,5 - stories (already native-authored; light spot-check only),Ala lang pigaganakang malaparis uling deng saken kanita gareta lamung kukulyutan damulag.,Wala nang katulad na kasayahan dahil ang mga sasakyan noon ay mga kariton lamang na hila ng kalabaw.,,
rv_0659,5 - stories (already native-authored; light spot-check only),"Ngeni, pauli na ning modernung Teknolohiya, deng tau king kekaing baranggay alus ali nala mikikilala uling mas buri da pa ing manalbe telebisyun o kaya mamyalung libangan king kompyuter.","Ngayon, dahil sa modernong teknolohiya, ang mga taong nasa aming baranggay ay halos hindi na nagkakakilala dahil mas gusto na nila ang manood ng telebisyon o kaya maglaro sa kompyuter.",,
rv_0660,5 - stories (already native-authored; light spot-check only),Deng anak ali nala rin makapamyalung king dalan pauli na ning merakal nla rin deng saken alalabas a mangabilis kabang makaragdag lapa keng problemang polusyun king angin.,"Ang mga bata ay hindi na rin nakakapaglaro sa daan dahil sa pagdami ng mga sasakyang mabilis dumaan, habang dumaragdag din ang problema sa polusyon ng hangin.",,
rv_0661,5 - stories (already native-authored; light spot-check only),At makanyan mu rin mas buri dapa ring anak ing makaarap king telebisyun kaysa king makyalung karing kalupa rang anak.,"At dahil dito, mas gusto na ng mga bata na manood ng telebisyon kaysa maglaro kasama ang kapwa nila mga bata.",,
rv_0662,5 - stories (already native-authored; light spot-check only),"Ing Arti Sta. Rita ning Balen Sta.Rita, Pampanga metung ya organisasyun ding kakanta, kompositor, at musikeru keng entabladu na mebuu anyang Disyembri 2001.","Ang Arti Sta. Rita ng Bayan ng Sta. Rita, Pampanga ay isang organisasyon ng mga mang-aawit, kompositor, at musikero sa entablado na itinatag noong Disyembre 2001.",,
rv_0663,5 - stories (already native-authored; light spot-check only),"Ila deng grupu a pakilala kareng miaaliwang klasi ning arti e mu king aldo ning pamag-kanta nunge pati na keng marangle ning biswal, arti, at panliteratura.","Sila ang grupong kilala sa iba't ibang uri ng sining, hindi lamang sa larangan ng pag-awit kundi pati na rin sa larangan ng biswal na sining, teatro, at panitikan.",,
rv_0664,5 - stories (already native-authored; light spot-check only),"Ini bubuuan da ring grupu da ring artista na atin malablab a malasakit at lugud para king musika, kultura at pamagpalabas na atin tutuk king Kapampangan.","Binubuo ito ng grupo ng mga artistang may malalim na pagmamalasakit at pagmamahal para sa musika, kultura, at mga palabas na nakaugat sa Kapampangan.",,
rv_0665,5 - stories (already native-authored; light spot-check only),Deng menimuna keti ila ri Andy Alviz at Recita...,Kabilang sa mga nangunguna rito sina Andy Alviz at Recita...,,
rv_0666,5 - stories (already native-authored; light spot-check only),"Ing Kuraldal, terak yang menibatan king Balen Sasmuan, Pampanga nung nokarin pagselebran de balang Ineru 6 angang 10 neng Piesta ning Atlung Ari bilang pamamye puge king karelang patrun i Apung Lucia.","Ang Kuraldal ay isang sayaw na nagmula sa Bayan ng Sasmuan, Pampanga, na ipinagdiriwang tuwing ika-6 hanggang ika-10 ng Enero sa Piyesta ng Tatlong Hari, bilang pagpupugay sa kanilang patron na si Apung Lucia.",,
rv_0667,5 - stories (already native-authored; light spot-check only),"Anyang mumunang panaun, ing terak ini para yamu kareng miasawang mamanata ban mipagkaluban lang anak.","Noong unang panahon, ang sayaw na ito ay para lamang sa mga mag-asawang nananata upang magkaroon ng anak.",,
rv_0668,5 - stories (already native-authored; light spot-check only),"Oneng ngening kasalukuyan ding tau mipagkural-dal la naman para king masanting a bie, pamikakatawan at kabyayan.","Ngunit sa kasalukuyan, sumasayaw na rin ng Kuraldal ang mga tao para sa magandang buhay, kalusugan, at kasaganaan.",,
rv_0669,5 - stories (already native-authored; light spot-check only),Ding kerakalan kareng babai manyulud lang imalan o bulaklakan a makikule rosa at ding lalaki naman magdala lang instrument pangmusika.,"Karamihan sa mga babae ay nagsusuot ng kasuotan o bulaklak na kulay rosas, at ang mga lalaki naman ay nagdadala ng mga instrumentong pangmusika.",,
rv_0670,5 - stories (already native-authored; light spot-check only),"Atin mu rin mapilan kareng tau a magdalang malating banderang ating litratru nang Sta. Lucia a ating makasulat a ""Viva Apu Lucia, Pwera Sakit!"" kabang ala lang patugut teterak king dalan at mumunta kareng balang bale at manyad donasyun.","May ilan ding tao ang nagdadala ng maliliit na banderang may larawan ni Sta. Lucia na may nakasulat na ""Viva Apu Lucia, Pwera Sakit!"" habang walang tigil na sumasayaw sa daan at pumupunta sa bawat bahay para humingi ng donasyon.",,
rv_0671,5 - stories (already native-authored; light spot-check only),Ing mesabing terak makanyan de mu naman pagmasusyan karing balen ning Sta. Ana at balen king Bataan anti king Hermosa at Orani.,Ginagaya rin ngayon ang nasabing sayaw sa bayan ng Sta. Ana at sa mga bayan sa Bataan tulad ng Hermosa at Orani.,,
rv_0672,5 - stories (already native-authored; light spot-check only),Dakal a tau king kekaming balen a manenaya king kebaytan ng Imang Lily.,Maraming tao sa aming bayan ang umaasa sa kaarawan ni Imang Lily.,,
rv_0673,5 - stories (already native-authored; light spot-check only),Pekamagaling yang maglutu i Imang Lily king kekaming lugal.,Si Imang Lily ang pinakamagaling magluto sa aming lugar.,,
rv_0674,5 - stories (already native-authored; light spot-check only),Maralas yang mag Sadyang makayaliwa at makaganang pamangan.,Bihira siyang magsagawa ng espesyal at masarap na pagkain.,,
rv_0675,5 - stories (already native-authored; light spot-check only),Ing balang subu tutukyan na pa ning marakal a subu.,Ang bawat lutuin niya ay hinihintay pa ng maraming tao.,,
rv_0676,5 - stories (already native-authored; light spot-check only),Balang banwa kukum-biran nala ding kaluguran na king karelang bale ban pagselebran ing aldo na.,"Tuwing taon, tinatawag niya ang kanyang mga mahal sa buhay sa kanilang bahay para ipagdiwang ang kanyang kaarawan.",,
rv_0677,5 - stories (already native-authored; light spot-check only),"Para king kayang ika-60 nang kebaytan, megsadya yang pamangan kalupa ning sisig babi, biringhi, betuteng tugak, adobung kamaru at chicharun.","Para sa kanyang ika-60 na kaarawan, naghanda siya ng mga pagkaing tulad ng sisig ng baboy, biringhi, betuteng palaka, adobong kamaru, at chicharon.",,
rv_0678,5 - stories (already native-authored; light spot-check only),"Megsadya ya ring manga-nyaman a pamangan para kareng anak kalupa ning pritung manuk, pancit luglug, tidtad, putu at kutsinta.","Naghanda rin siya ng mga masarap na pagkain para sa mga bata tulad ng pritong manok, pancit luglog, tidtad, puto, at kutsinta.",,
rv_0679,5 - stories (already native-authored; light spot-check only),"Menapag ya ring suman bulagta, kalame duman at pulburun bilang pagmayumu.","Nagdagdag pa sila ng suman bulagta, kalamay duman, at pulburon bilang panghimagas.",,
rv_0680,5 - stories (already native-authored; light spot-check only),Mesaya la ngan ding tau king kebaytan nang Imang Lily.,Masaya ang mga tao sa kaarawan ni Imang Lily.,,
rv_0681,5 - stories (already native-authored; light spot-check only),Ing dyip ing pekasikat a pampublikung saken king Pilipinas at ini ing meging simbulu na ning kulturang Pilipino king buung yatu.,"Ang jeep ang pinakasikat na pampublikong sasakyan sa Pilipinas, at ito ang naging simbolo ng kulturang Pilipino sa buong mundo.",,
rv_0682,5 - stories (already native-authored; light spot-check only),"Aliwa pang kilalang pampublikung saken keng bansa ing traysikel, a karaniwang sasaken da reng pasaherus lalu na kareng baryu.","Isa pang kilalang pampublikong sasakyan sa bansa ang traysikel, na karaniwang sinasakyan ng mga pasahero lalo na sa mga baryo.",,
rv_0683,5 - stories (already native-authored; light spot-check only),Ding tren makikilala nala rin bilang pampublikung saken king bansa lalu na king siyudad king Manila.,"Kilala rin ang mga tren bilang pampublikong sasakyan sa bansa, lalo na sa lungsod ng Maynila.",,
rv_0684,5 - stories (already native-authored; light spot-check only),"Ing Pilipinas, atin yang atlung riles tren: ding LRT at MRT nung nokarin magagamit la king Manila at ing Philippine National Railways, a magagamit mu rin king Manila at aliwang lugal king Luzon.","Sa Pilipinas, mayroong tatlong riles ng tren: ang LRT at MRT na ginagamit sa Maynila, at ang Philippine National Railways, na ginagamit din sa Maynila at ibang lugar sa Luzon.",,
rv_0685,5 - stories (already native-authored; light spot-check only),"Ding taxi ampong bus, maulaga la mu ring pampublikung saken king Pilipinas.",Ang taxi at bus ay mahalaga ring pampublikong sasakyan sa Pilipinas.,,
rv_0686,5 - stories (already native-authored; light spot-check only),"Anyang adwa yang banwa i Dave, likwan neng ima na kang tatang na.","Nang dalawang taon si Dave, iniwan siya ng kanyang ina sa kanyang ama.",,
rv_0687,5 - stories (already native-authored; light spot-check only),Sinese de ri apu at dara na kayabe ra ding pisan na.,Inalagaan siya ng kanyang mga lolo't lola kasama ang kanilang pamilya.,,
rv_0688,5 - stories (already native-authored; light spot-check only),Pamag-tindang uling ing kabyayan da.,Nagtinda sila para sa kanilang ikabubuhay.,,
rv_0689,5 - stories (already native-authored; light spot-check only),Tataguyud de i Dave agyang magkasakit la.,Inalagaan nila si Dave kahit sila mismo ay may sakit.,,
rv_0690,5 - stories (already native-authored; light spot-check only),Potang atin yang sakit i Dave ila ing kayantabe na.,"Kapag may sakit si Dave, sila ang laging kasama niya.",,
rv_0691,5 - stories (already native-authored; light spot-check only),"Misan aldo, kitnan de ring kaluguran na, ""Dave, nukarin ya i Ima mu?""","Isang araw, tinanong siya ng mga taong mahal niya, ""Dave, nasaan ang iyong Ina?""",,
rv_0692,5 - stories (already native-authored; light spot-check only),"""Mete ne,"" pakibat nang Dave.","""Namatay na siya,"" sagot ni Dave.",,
rv_0693,5 - stories (already native-authored; light spot-check only),Mebigla la ngan king meging pakibat ng Dave uling balu da ala naman sinabi o mituru kaya.,Nagulat sila sa naging sagot ni Dave dahil hindi nila alam kung ano ang sinabi o itinuro sa kanya tungkol dito.,,
rv_0694,5 - stories (already native-authored; light spot-check only),Migaganaka la ding pamilya na anya megdesisyun lang pakisabyan de.,Nag-alala ang kanyang pamilya kaya nagpasya silang kausapin siya.,,
rv_0695,5 - stories (already native-authored; light spot-check only),"Misan aldong atin klasi, tiki nening dara nang adwang bulang mabuktut a tatalakad bilang ima na.","Isang araw na may pasok, isinama siya ng kanyang lola sa isang matandang babaeng paralisado, na nagpanggap na parang ina niya.",,
rv_0696,5 - stories (already native-authored; light spot-check only),"Kabang pauli la, kitnan neng dara na, ""Kaluguran mu ko?""","Habang umuuwi sila, tinanong siya ng kanyang lola, ""Mahal mo ba ako?""",,
rv_0697,5 - stories (already native-authored; light spot-check only),"""Syempre, Ima,"" pakibat ng Dave.","""Syempre po, Lola,"" sagot ni Dave.",,
rv_0698,5 - stories (already native-authored; light spot-check only),"""Nung talagang kaluguran mu ku dapat mas luguran me i Ima mu.","""Kung talagang mahal mo ako, dapat mas mahalin mo ang iyong Ina.",,
rv_0699,5 - stories (already native-authored; light spot-check only),Eka sasabing marok amanu laban kaya uling nung alayu ali daka kayabe ngeni.,"Huwag kang magsalita ng masama laban sa kanya, dahil kung wala siya, wala ka sanang kasama ngayon.",,
rv_0700,5 - stories (already native-authored; light spot-check only),"Datang ing panaun, akit me murin at ipalino na keka bakit likwan naka ampo i Tatang mu,"" mipagagang sabi nang dara na.","Darating ang panahon na mauunawaan mo rin at maliliwanagan ka kung bakit ka niya iniwan kasama ng iyong Itay,"" mahinahong sabi ng kanyang lola.",,
rv_0701,5 - stories (already native-authored; light spot-check only),"Manibat kanita, balang kukutnan de i Dave nung nukarin ya i Ima na, mayli ya ta sabyan ng, ""Kaluguran daka pa rin Ima, at buri dakang akit.""","Mula noon, tuwing tinatanong si Dave kung nasaan ang kanyang Ina, gusto niyang sabihin, ""Mahal pa rin kita, Ina, at gusto na kitang makita.""",,
rv_0702,5 - stories (already native-authored; light spot-check only),"Abak ning Lunis, maranun yang linub i Rodel king iskwela.","Umaga ng Lunes, maaga pumasok si Rodel sa paaralan.",,
rv_0703,5 - stories (already native-authored; light spot-check only),Masaya yang lalakad papunta king paradahan da reng saken.,Masaya siyang naglalakad papunta sa paradahan ng mga sasakyan.,,
rv_0704,5 - stories (already native-authored; light spot-check only),"Karas na Karin, ikit ne i Juan, ing anak a ating kapansanan.","Sa daan patungo doon, nakita niya si Juan, ang batang may kapansanan.",,
rv_0705,5 - stories (already native-authored; light spot-check only),"""Mayap a abak keka, Rodel!"" ing sabi nang Juan.","""Magandang umaga, Rodel!"" sabi ni Juan.",,
rv_0706,5 - stories (already native-authored; light spot-check only),"""Mayap a abak mu naman!"" ing pakibat nang Rodel.","""Magandang umaga rin sa'yo!"" sagot ni Rodel.",,
rv_0707,5 - stories (already native-authored; light spot-check only),"Anyang dintang ne ing dyip a saken da papunta iskwela, inantabayanan neng Rodel i Juan king pamanyake angga na king milukluk ya kilub ning saken.","Nang dumating ang jeep na sasakyan nila papuntang paaralan, hinintay ni Rodel si Juan hanggang sa makaupo siya sa loob ng sasakyan.",,
rv_0708,5 - stories (already native-authored; light spot-check only),"""Dakal a salamat keka, Rodel,"" ing agad nang sinabing Juan.","""Maraming salamat, Rodel,"" agad na sinabi ni Juan.",,
rv_0709,5 - stories (already native-authored; light spot-check only),"""Alai ta,"" pakibat na namang Rodel.","""Walang anuman,"" sagot naman ni Rodel.",,
rv_0710,5 - stories (already native-authored; light spot-check only),"Anyang miras nala king arap ning iskwela, inantabayanan neng pasibayu i Juan king pamanguldas king dyip, king pamaglub da iskwela angga king kwartung pipagaralan.","Nang makarating sila sa harap ng paaralan, muling hinintay ni Rodel si Juan habang bumababa siya sa jeep, hanggang sa pagpasok nila sa paaralan patungo sa silid-aralan.",,
rv_0711,5 - stories (already native-authored; light spot-check only),Migpasalamat yang ustu i Juan kang Rodel uli na ning pepakit nang masabal at ganaka kaya.,Taos- pusong nagpasalamat si Juan kay Rodel dahil sa pagpapakita niya ng malasakit at pag-aalaga sa kanya.,,
rv_0712,5 - stories (already native-authored; light spot-check only),"King kilub ning kwartung pipagaralan, tahimik lang magobra ring anak king pamagsane king Filipino.","Sa loob ng silid-aralan, tahimik na gumagawa ang mga bata ng kanilang gawain sa Filipino.",,
rv_0713,5 - stories (already native-authored; light spot-check only),"Apansinan nang Lita i Lawaan, ing bayu rang kaklasing Aeta a e mipaindatun king kayang luklukan.","Napansin ni Lita si Lawaan, ang kanilang bagong kaklaseng Aeta na hindi makasunod sa kanyang upuan.",,
rv_0714,5 - stories (already native-authored; light spot-check only),Ala yang lapis ampong papil a gagamitan.,Wala siyang lapis at papel na magagamit.,,
rv_0715,5 - stories (already native-authored; light spot-check only),Agad-agad kinangwang yang aliwa na pang lapis ampong papil king kayang bag at peparam ne kang Lawaan.,Agad-agad kumuha si Lita ng dagdag na lapis at papel mula sa kanyang bag at ipinahiram ito kay Lawaan.,,
rv_0716,5 - stories (already native-authored; light spot-check only),Misadan ya at pesalamat kang Lita at meging matalik lang mikaluguran.,"Natuwa si Lawaan at nagpasalamat kay Lita, at sila ay naging matalik na magkaibigan.",,
Genesis 36:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At deti ilang anak nang lalaking Aholibama, a asawa nang Esau: ing pekabuntuk a i Jeus, ing pekabuntuk a i Jalam, ing pekabuntuk a i Core: deti ilang pekabuntuk a menibatan kang Aholibama a anak nang babaing Ana, a asawa nang Esau.","At ito ang mga anak ni Aholibama, na asawa ni Esau: ang pinunong si Jeus, ang pinunong si Jalam, ang pinunong si Core: ito ang mga pinunong nagmula kay Aholibama na anak na babae ni Ana, na asawa ni Esau.",,
Deuteronomy 34:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","At king mabilug a mayupayang gamat, at king anggang maragul a makapangilabut, a depatan nang Moises king lalawan na ning mabilug a Israel.","At sa buong makapangyarihang kamay, at sa lahat ng dakilang kakila-kilabot, na ginawa ni Moises sa paningin ng buong Israel.",,
Genesis 48:6,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ding kekang anak, a maguing anak mu kaibat da deti, maguing keka la; ila mayaus la king laguiu ra ding karelang kapatad a karelang mana.","At ang iyong mga anak, na magiging anak mo pagkatapos ng mga ito, ay magiging iyo; sila'y tatawagin ayon sa pangalan ng kanilang mga kapatid sa kanilang mana.",,
