id,surface,boundaries,segmentation,n_boundaries,process,source_tier,provenance,freq_in_sources
kap-morph-0362,kiniak,1 3,k | in | iak,2,infixation,B_moderate_silver,tierAB_silver,23
kap-morph-0363,labanan,5,laban | an,1,suffixation,A_strong_silver,tierAB_silver,23
kap-morph-0364,lakuan,4,laku | an,1,suffixation,B_moderate_silver,tierAB_silver,23
kap-morph-0365,liguran,5,ligur | an,1,suffixation,B_moderate_silver,tierAB_silver,23
kap-morph-0366,mabayat,2,ma | bayat,1,prefixation,A_strong_silver,tierAB_silver,23
kap-morph-0367,malalam,2,ma | lalam,1,prefixation,A_strong_silver,tierAB_silver,23
kap-morph-0368,mapilan,2,ma | pilan,1,prefixation,A_strong_silver,tierAB_silver,23
kap-morph-0369,minie,1 3,m | in | ie,2,infixation,B_moderate_silver,tierAB_silver,23
kap-morph-0370,minta,1 3,m | in | ta,2,infixation,B_moderate_silver,tierAB_silver,23
kap-morph-0371,pakakalulu,2,pa | kakalulu,1,prefixation,B_moderate_silver,tierAB_silver,23
kap-morph-0373,panata,,panata,0,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,23
kap-morph-0374,pisali,2,pi | sali,1,prefixation,A_strong_silver,tierAB_silver,23
kap-morph-0375,tinikdo,1 3,t | in | ikdo,2,infixation,A_strong_silver,tierAB_silver,23
kap-morph-0376,akalinguan,8,akalingu | an,1,suffixation,B_moderate_silver,tierAB_silver,22
kap-morph-0377,daramdaman,8,daramdam | an,1,suffixation,B_moderate_silver,tierAB_silver,22
kap-morph-0378,kapasalamatan,2 4 11,ka | pa | salamat | an,3,circumfixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,22
kap-morph-0379,kapupusan,2 7,ka | pupus | an,2,circumfixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,22
kap-morph-0380,kinagli,1 3,k | in | agli,2,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,22
kap-morph-0381,makatungkul,4,maka | tungkul,1,prefixation,A_strong_silver,tierAB_silver,22
kap-morph-0382,mapalyari,2,ma | palyari,1,prefixation,B_moderate_silver,tierAB_silver,22
kap-morph-0383,ninuman,1 3,n | in | uman,2,infixation,B_moderate_silver,tierAB_silver,22
kap-morph-0384,paimburisan,2 9,pa | imburis | an,2,circumfixation,B_moderate_silver,tierAB_silver,22
kap-morph-0385,panugali,3,pan | ugali,1,prefixation,A_strong_silver,tierAB_silver,22
kap-morph-0386,sikan,3,sik | an,1,suffixation,B_moderate_silver,tierAB_silver,22
kap-morph-0387,tanggapan,7,tanggap | an,1,suffixation,A_strong_silver,tierAB_silver,22
kap-morph-0388,kalungkutan,2 9,ka | lungkut | an,2,circumfixation,A_strong_silver,tierAB_silver,21
kap-morph-0389,kandungan,2 7,ka | ndung | an,2,circumfixation,B_moderate_silver,tierAB_silver,21
kap-morph-0390,lalawan,,lalawan,0,reduplication,B_moderate_silver,tierAB_silver,21
kap-morph-0391,magbalik,3,mag | balik,1,prefixation,A_strong_silver,tierAB_silver,21
kap-morph-0392,makasumami,4,maka | sumami,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,21
kap-morph-0393,malating,2,ma | lating,1,prefixation,B_moderate_silver,tierAB_silver,21
kap-morph-0394,maldang,2,ma | ldang,1,prefixation,B_moderate_silver,tierAB_silver,21
kap-morph-0395,mamaus,,mamaus,0,reduplication,B_moderate_silver,tierAB_silver,21
kap-morph-0396,mangmang,4,mang | mang,1,prefixation,A_strong_silver,tierAB_silver,21
kap-morph-0397,maybug,2,ma | ybug,1,prefixation,B_moderate_silver,tierAB_silver,21
kap-morph-0398,palalu,2,pa | lalu,1,prefixation,A_strong_silver,tierAB_silver,21
kap-morph-0399,palang,2,pa | lang,1,prefixation,B_moderate_silver,tierAB_silver,21
kap-morph-0400,pansin,2,pa | nsin,1,prefixation,B_moderate_silver,tierAB_silver,21
kap-morph-0401,payapa,,payapa,0,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,21
kap-morph-0403,sinumpa,1 3,s | in | umpa,2,infixation,A_strong_silver,tierAB_silver,21
kap-morph-0404,taguimpan,7,taguimp | an,1,suffixation,B_moderate_silver,tierAB_silver,21
kap-morph-0405,ubingan,5,ubing | an,1,suffixation,B_moderate_silver,tierAB_silver,21
kap-morph-0406,kabyasnan,2 7,ka | byasn | an,2,circumfixation,B_moderate_silver,tierAB_silver,20
kap-morph-0408,linian,1 3,l | in | ian,2,infixation,B_moderate_silver,tierAB_silver,20
kap-morph-0409,mababa,2,ma | baba,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,20
kap-morph-0410,makibat,2,ma | kibat,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0411,mangarawak,4,mang | arawak,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0412,mangatas,4,mang | atas,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,20
kap-morph-0413,marinat,2,ma | rinat,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0414,masakit,2,ma | sakit,1,prefixation,A_strong_silver,tierAB_silver,20
kap-morph-0415,masalese,2,ma | salese,1,prefixation,A_strong_silver,tierAB_silver,20
kap-morph-0416,masant,2,ma | sant,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0417,maslag,2,ma | slag,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0418,pagkalub,2,pa | gkalub,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0419,pagsalbat,2,pa | gsalbat,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0420,pakamalan,2 7,pa | kamal | an,2,circumfixation,B_moderate_silver,tierAB_silver,20
kap-morph-0421,parakalan,2 7,pa | rakal | an,2,circumfixation,B_moderate_silver,tierAB_silver,20
kap-morph-0422,paralan,2,pa | ralan,1,prefixation,B_moderate_silver,tierAB_silver,20
kap-morph-0423,pastul,,pastul,0,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,20
kap-morph-0424,pilubluban,2 8,pi | lublub | an,2,prefixation+suffixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,20
kap-morph-0425,pinatubu,1 3,p | in | atubu,2,infixation,B_moderate_silver,tierAB_silver,20
kap-morph-0427,sukulan,5,sukul | an,1,suffixation,A_strong_silver,tierAB_silver,20
kap-morph-0428,tatalakad,,tatalakad,0,reduplication,A_strong_silver,tierAB_silver,20
kap-morph-0429,tinuknang,1 3,t | in | uknang,2,infixation,A_strong_silver,tierAB_silver,20
kap-morph-0430,adwan,3,adw | an,1,suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0431,bustan,4,bust | an,1,suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0432,canian,4,cani | an,1,suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0433,gagapang,,gagapang,0,reduplication,A_strong_silver,tierAB_silver,19
kap-morph-0434,kaban,3,kab | an,1,suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0436,kayubuan,2 6,ka | yubu | an,2,circumfixation,A_strong_silver,tierAB_silver,19
kap-morph-0437,malutu,2,ma | lutu,1,prefixation,A_strong_silver,tierAB_silver,19
kap-morph-0438,manalo,2,ma | nalo,1,prefixation,B_moderate_silver,tierAB_silver,19
kap-morph-0439,mangalati,4,mang | alati,1,prefixation,B_moderate_silver,tierAB_silver,19
kap-morph-0440,mapaling,2,ma | paling,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,19
kap-morph-0441,matatag,2,ma | tatag,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,19
kap-morph-0442,mayumu,2,ma | yumu,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,19
kap-morph-0444,parati,2,pa | rati,1,prefixation,B_moderate_silver,tierAB_silver,19
kap-morph-0446,samban,4,samb | an,1,suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0447,sasabyan,6,sasaby | an,1,reduplication+suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0448,sasamban,6,sasamb | an,1,reduplication+suffixation,B_moderate_silver,tierAB_silver,19
kap-morph-0449,sinag,1 3,s | in | ag,2,infixation,B_moderate_silver,tierAB_silver,19
kap-morph-0450,tumakas,1 3,t | um | akas,2,infixation,A_strong_silver,tierAB_silver,19
kap-morph-0451,aguman,4,agum | an,1,suffixation,A_strong_silver,tierAB_silver,18
kap-morph-0452,apalsintan,8,apalsint | an,1,suffixation,B_moderate_silver,tierAB_silver,18
kap-morph-0453,dinuku,1 3,d | in | uku,2,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,18
kap-morph-0454,ipagamuamu,3,ipa | gamuamu,1,prefixation,B_moderate_silver,tierAB_silver,18
kap-morph-0455,kalaraman,2 7,ka | laram | an,2,circumfixation,A_strong_silver,tierAB_silver,18
kap-morph-0456,kapalaran,2 7,ka | palar | an,2,circumfixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,18
kap-morph-0457,kapanayan,2 7,ka | panay | an,2,circumfixation,A_strong_silver,tierAB_silver,18
kap-morph-0458,karalumduman,2 10,ka | ralumdum | an,2,circumfixation,B_moderate_silver,tierAB_silver,18
kap-morph-0459,karampatan,2 8,ka | rampat | an,2,circumfixation,B_moderate_silver,tierAB_silver,18
kap-morph-0460,lalawe,,lalawe,0,reduplication,A_strong_silver,tierAB_silver,18
kap-morph-0461,lulugud,,lulugud,0,reduplication,A_strong_silver,tierAB_silver,18
kap-morph-0462,makimut,2,ma | kimut,1,prefixation,A_strong_silver,tierAB_silver,18
kap-morph-0463,makudta,2,ma | kudta,1,prefixation,B_moderate_silver,tierAB_silver,18
kap-morph-0464,malale,2,ma | lale,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,18
kap-morph-0465,manenaya,3,man | enaya,1,prefixation,B_moderate_silver,tierAB_silver,18
kap-morph-0466,matalik,2,ma | talik,1,prefixation,A_strong_silver,tierAB_silver,18
kap-morph-0467,miglalang,3,mig | lalang,1,prefixation,A_strong_silver,tierAB_silver,18
kap-morph-0468,minuli,1 3,m | in | uli,2,infixation,A_strong_silver,tierAB_silver,18
kap-morph-0470,pampanga,3,pam | panga,1,prefixation,A_strong_silver,tierAB_silver,18
kap-morph-0471,panamdaman,2 8,pa | namdam | an,2,circumfixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,18
kap-morph-0472,pangamate,5,panga | mate,1,prefixation,A_strong_silver,tierAB_silver,18
kap-morph-0473,pantas,,pantas,0,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,18
kap-morph-0475,pikakasaman,2 9,pi | kakasam | an,2,prefixation+suffixation,B_moderate_silver,tierAB_silver,18
kap-morph-0476,siran,3,sir | an,1,suffixation,B_moderate_silver,tierAB_silver,18
kap-morph-0477,tinabi,1 3,t | in | abi,2,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,18
kap-morph-0478,tutula,,tutula,0,reduplication,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,18
kap-morph-0479,dinukit,1 3,d | in | ukit,2,infixation,A_strong_silver,tierAB_silver,17
kap-morph-0480,gagalo,,gagalo,0,reduplication,A_strong_silver,tierAB_silver,17
kap-morph-0481,ipasiag,3,ipa | siag,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,17
kap-morph-0482,kaligayan,2 7,ka | ligay | an,2,circumfixation,B_moderate_silver,tierAB_silver,17
kap-morph-0483,kapanamdaman,2 10,ka | panamdam | an,2,circumfixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,17
kap-morph-0484,katipunan,2 7,ka | tipun | an,2,circumfixation,A_strong_silver,tierAB_silver,17
kap-morph-0485,kayatinan,2 7,ka | yatin | an,2,circumfixation,B_moderate_silver,tierAB_silver,17
kap-morph-0486,kukuldas,,kukuldas,0,reduplication,A_strong_silver,tierAB_silver,17
kap-morph-0487,linabas,1 3,l | in | abas,2,infixation,A_strong_silver,tierAB_silver,17
kap-morph-0488,linakad,1 3,l | in | akad,2,infixation,A_strong_silver,tierAB_silver,17
kap-morph-0489,linukluk,1 3,l | in | ukluk,2,infixation,A_strong_silver,tierAB_silver,17
kap-morph-0490,mangalambut,4,mang | alambut,1,prefixation,B_moderate_silver,tierAB_silver,17
kap-morph-0491,maniaman,3,man | iaman,1,prefixation,B_moderate_silver,tierAB_silver,17
kap-morph-0492,mantabe,3,man | tabe,1,prefixation,B_moderate_silver,tierAB_silver,17
kap-morph-0493,mengari,3,men | gari,1,prefixation,B_moderate_silver,tierAB_silver,17
kap-morph-0494,minic,1 3,m | in | ic,2,infixation,B_moderate_silver,tierAB_silver,17
kap-morph-0495,minukiat,1 3,m | in | ukiat,2,infixation,B_moderate_silver,tierAB_silver,17
kap-morph-0496,mitakutan,7,mitakut | an,1,suffixation,B_moderate_silver,tierAB_silver,17
kap-morph-0497,pagnasan,2 6,pa | gnas | an,2,circumfixation,B_moderate_silver,tierAB_silver,17
kap-morph-0499,tikpan,4,tikp | an,1,suffixation,B_moderate_silver,tierAB_silver,17
kap-morph-0500,tinipa,1 3,t | in | ipa,2,infixation,A_strong_silver,tierAB_silver,17
kap-morph-0501,tipunan,5,tipun | an,1,suffixation,A_strong_silver,tierAB_silver,17
kap-morph-0502,capitan,,capitan,0,suffixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,16
kap-morph-0503,kapagnasan,2 8,ka | pagnas | an,2,circumfixation,B_moderate_silver,tierAB_silver,16
kap-morph-0504,kasangkapan,2 9,ka | sangkap | an,2,circumfixation,A_strong_silver,tierAB_silver,16
kap-morph-0505,kekaban,5,kekab | an,1,suffixation,B_moderate_silver,tierAB_silver,16
kap-morph-0506,kelinguan,7,kelingu | an,1,suffixation,B_moderate_silver,tierAB_silver,16
kap-morph-0507,lingap,1 3,l | in | gap,2,infixation,B_moderate_silver,tierAB_silver,16
kap-morph-0508,malipul,2,ma | lipul,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,16
kap-morph-0509,malunus,2,ma | lunus,1,prefixation,A_strong_silver,tierAB_silver,16
kap-morph-0510,mangga,2,ma | ngga,1,prefixation,B_moderate_silver,tierAB_silver,16
kap-morph-0511,marapat,2,ma | rapat,1,prefixation,B_moderate_silver,tierAB_silver,16
kap-morph-0512,masias,2,ma | sias,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,16
kap-morph-0513,mekamate,4,meka | mate,1,prefixation,A_strong_silver,tierAB_silver,16
kap-morph-0514,mingat,1 3,m | in | gat,2,infixation,B_moderate_silver,tierAB_silver,16
kap-morph-0515,nanuman,5,nanum | an,1,suffixation,B_moderate_silver,tierAB_silver,16
kap-morph-0517,patingapun,2,pa | tingapun,1,prefixation,B_moderate_silver,tierAB_silver,16
kap-morph-0519,pibatan,2 6,pi | bata | n,2,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,16
kap-morph-0520,pilan,3,pil | an,1,suffixation,B_moderate_silver,tierAB_silver,16
kap-morph-0522,sibukan,5,sibuk | an,1,suffixation,B_moderate_silver,tierAB_silver,16
kap-morph-0523,siniping,1 3,s | in | iping,2,infixation,A_strong_silver,tierAB_silver,16
kap-morph-0524,tatas,,tatas,0,reduplication,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,16
kap-morph-0526,bamban,,bamban,0,suffixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,15
kap-morph-0527,bayaran,5,bayar | an,1,suffixation,B_moderate_silver,tierAB_silver,15
kap-morph-0528,gagalgal,,gagalgal,0,reduplication,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,15
kap-morph-0529,inatulan,1 6,i | natul | an,2,prefixation+suffixation,B_moderate_silver,tierAB_silver,15
kap-morph-0530,kabilugan,2 7,ka | bilug | an,2,circumfixation,A_strong_silver,tierAB_silver,15
kap-morph-0531,kalaganapan,2 9,ka | laganap | an,2,circumfixation,B_moderate_silver,tierAB_silver,15
kap-morph-0532,kapagalan,2 7,ka | pagal | an,2,circumfixation,A_strong_silver,tierAB_silver,15
kap-morph-0533,kapainawan,2 8,ka | painaw | an,2,circumfixation,B_moderate_silver,tierAB_silver,15
kap-morph-0534,kealan,4,keal | an,1,suffixation,B_moderate_silver,tierAB_silver,15
kap-morph-0535,kimutan,5,kimut | an,1,suffixation,A_strong_silver,tierAB_silver,15
kap-morph-0536,linipul,1 3,l | in | ipul,2,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,15
kap-morph-0537,magbili,3,mag | bili,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0538,makasulat,4,maka | sulat,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0539,makibalu,2,ma | kibalu,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0540,makule,2,ma | kule,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,15
kap-morph-0541,malambut,2,ma | lambut,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0542,malungkut,2,ma | lungkut,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0543,manganak,4,mang | anak,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0544,marangal,2,ma | rangal,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0545,masipag,2,ma | sipag,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0546,matuling,2,ma | tuling,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0547,menalig,3,men | alig,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0548,menatili,3,men | atili,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0549,mipanuanan,8,mipanuan | an,1,suffixation,B_moderate_silver,tierAB_silver,15
kap-morph-0550,pagumasdan,2 8,pa | gumasd | an,2,circumfixation,B_moderate_silver,tierAB_silver,15
kap-morph-0551,pakakak,2,pa | kakak,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0552,pakibat,2,pa | kibat,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0553,paldas,2,pa | ldas,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0555,pamisip,3,pam | isip,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,15
kap-morph-0556,pampang,3,pam | pang,1,prefixation,A_strong_silver,tierAB_silver,15
kap-morph-0561,pilipinas,2,pi | lipinas,1,prefixation,B_moderate_silver,tierAB_silver,15
kap-morph-0562,sasalikut,,sasalikut,0,reduplication,A_strong_silver,tierAB_silver,15
kap-morph-0563,sinira,1 3,s | in | ira,2,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,15
kap-morph-0564,sumiping,1 3,s | um | iping,2,infixation,A_strong_silver,tierAB_silver,15
kap-morph-0565,yuyutus,,yuyutus,0,reduplication,B_moderate_silver,tierAB_silver,15
kap-morph-0566,dasnan,4,dasn | an,1,suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0567,degulan,5,degul | an,1,suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0568,dumpa,1 3,d | um | pa,2,infixation,B_moderate_silver,tierAB_silver,14
kap-morph-0569,gugulutan,7,gugulut | an,1,reduplication+suffixation,A_strong_silver,tierAB_silver,14
kap-morph-0570,haran,3,har | an,1,suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0571,kabilyan,2 6,ka | bily | an,2,circumfixation,B_moderate_silver,tierAB_silver,14
kap-morph-0572,kaburian,2 6,ka | buri | an,2,circumfixation,A_strong_silver,tierAB_silver,14
kap-morph-0573,kamulangan,2 8,ka | mulang | an,2,circumfixation,A_strong_silver,tierAB_silver,14
kap-morph-0574,kapalaluan,2 8,ka | palalu | an,2,circumfixation,B_moderate_silver,tierAB_silver,14
kap-morph-0575,kapatagan,2 7,ka | patag | an,2,circumfixation,A_strong_silver,tierAB_silver,14
kap-morph-0576,katungkulan,2 9,ka | tungkul | an,2,circumfixation,A_strong_silver,tierAB_silver,14
kap-morph-0577,kawakasan,2 7,ka | wakas | an,2,circumfixation,A_strong_silver,tierAB_silver,14
kap-morph-0578,kayaldawan,2 8,ka | yaldaw | an,2,circumfixation,B_moderate_silver,tierAB_silver,14
kap-morph-0579,kumabsi,1 3,k | um | absi,2,infixation,B_moderate_silver,tierAB_silver,14
kap-morph-0580,lalapit,,lalapit,0,reduplication,A_strong_silver,tierAB_silver,14
kap-morph-0581,lasakan,5,lasak | an,1,suffixation,A_strong_silver,tierAB_silver,14
kap-morph-0582,linaban,1 3,l | in | aban,2,infixation,A_strong_silver,tierAB_silver,14
kap-morph-0583,lumbe,,lumbe,0,infixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,14
kap-morph-0584,mabilis,2,ma | bilis,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0585,magaral,3,mag | aral,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0586,malagwa,2,ma | lagwa,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_auto_parse,14
kap-morph-0587,malangi,2,ma | langi,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0588,malino,2,ma | lino,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0589,mamamate,,mamamate,0,reduplication,B_moderate_silver,tierAB_silver,14
kap-morph-0590,mangamate,4,mang | amate,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0591,maniabing,3,man | iabing,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0592,maninap,3,man | inap,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0593,manyawad,3,man | yawad,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0594,mapait,2,ma | pait,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0595,mayubu,2,ma | yubu,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0597,minyabi,1 3,m | in | yabi,2,infixation,B_moderate_silver,tierAB_silver,14
kap-morph-0598,nining,1 3,n | in | ing,2,infixation,A_strong_silver,tierAB_silver,14
kap-morph-0600,pamilya,3,pam | ilya,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0601,pangaku,3,pan | gaku,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0602,pangaras,4,pang | aras,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0603,pasibayung,2,pa | sibayung,1,prefixation,B_moderate_silver,tierAB_silver,14
kap-morph-0604,patawad,2,pa | tawad,1,prefixation,A_strong_silver,tierAB_silver,14
kap-morph-0606,pibandyan,2 7,pi | bandy | an,2,prefixation+suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0607,sasalpantaya,,sasalpantaya,0,reduplication,A_strong_silver,tierAB_silver,14
kap-morph-0608,sumakup,1 3,s | um | akup,2,infixation,A_strong_silver,tierAB_silver,14
kap-morph-0609,talan,3,tal | an,1,suffixation,A_strong_silver,tierAB_silver,14
kap-morph-0610,telanan,5,telan | an,1,suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0611,uvasan,4,uvas | an,1,suffixation,B_moderate_silver,tierAB_silver,14
kap-morph-0612,akalingwan,8,akalingw | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0613,albugan,5,albug | an,1,suffixation,A_strong_silver,tierAB_silver,13
kap-morph-0614,atbusan,5,atbus | an,1,suffixation,A_strong_silver,tierAB_silver,13
kap-morph-0615,bebe,,bebe,0,reduplication,A_strong_silver,tierAB_silver,13
kap-morph-0616,camatayan,2 7,ca | matay | an,2,suffixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,13
kap-morph-0617,dumalan,1 3,d | um | alan,2,infixation,A_strong_silver,tierAB_silver,13
kap-morph-0618,gagalang,,gagalang,0,reduplication,A_strong_silver,tierAB_silver,13
kap-morph-0619,gagawa,,gagawa,0,reduplication,A_strong_silver,tierAB_silver,13
kap-morph-0620,ipaintulut,3,ipa | intulut,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0621,kabengian,2 7,ka | bengi | an,2,circumfixation,A_strong_silver,tierAB_silver,13
kap-morph-0622,kibkuban,6,kibkub | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0623,kinaul,1 3,k | in | aul,2,infixation,A_strong_silver,tierAB_silver,13
kap-morph-0624,kundiman,6,kundim | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0625,kwayan,4,kway | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0626,lakwan,4,lakw | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0627,likuan,4,liku | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0628,maestro,,maestro,0,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_user_monomorphemic,13
kap-morph-0629,magari,2,ma | gari,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0631,makalunus,4,maka | lunus,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0632,makasalikut,4,maka | salikut,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0633,mamintu,3,mam | intu,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0634,manaliwang,3,man | aliwang,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0635,manyad,2,ma | nyad,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0636,mapinu,2,ma | pinu,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0637,masala,2,ma | sala,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0638,masquil,2,ma | squil,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0639,mayakit,2,ma | yakit,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0640,menalakad,3,men | alakad,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0641,meninap,3,men | inap,1,prefixation,B_moderate_silver,tierAB_silver,13
kap-morph-0642,migdala,3,mig | dala,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0643,mirinan,5,mirin | an,1,suffixation,B_moderate_silver,tierAB_silver,13
kap-morph-0644,pangaligtas,5,panga | ligtas,1,prefixation,A_strong_silver,tierAB_silver,13
kap-morph-0645,parusa,2,pa | rusa,1,prefixation,F_conflicts_with_reconciliation_evidence,tierF_user_manual_surface_map,13
kap-morph-0646,pasiknangan,2 9,pa | siknang | an,2,circumfixation,B_moderate_silver,tierAB_silver,13
kap-morph-0647,patutut,2,pa | tutut,1,prefixation,B_moderate_silver,tierAB_silver,13
