row_index	score	category	note
206	0	no_correspondence	Planu ning Banco Central ning Filipinas a ilaco king circulacion ing tantiang limampulung bilyung pesus labis a salapi=BSP plans to remove ~50B excess pesos from circulation vs Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante...=according to President Arroyo, in meetings with businessmen...; different content -- this source text is a near word-for-word match for the FIL target that instead appears (wrongly) at row 233.
207	0	no_correspondence	Agpang cang Presidente Arroyo, king pamakipagpulung niti caring negociante...=according to President Arroyo, in meeting with businessmen... vs Diniskwento ng Bangko Sentral ang kakapusan ng dolyar=BSP discounted the dollar shortage; different content -- note this source closely resembles the FIL text wrongly attached to row 206 (see row 206's note); together these three rows (206/207/233) show a shuffled block.
208	1	same_domain_wrong_specific	Sentence about overseas workers and POEA vs FIL sentence about the administration continuing debt repayment; same government/economy domain, wrong specific.
209	1	same_domain_wrong_specific	Makibat ya king pamangailangan ding memalen ing pamaglabung ning economia=economic growth responds to people's needs vs Tiniyak naman ng gobyerno na walang magaganap na pagtaas ng presyo ng kuryente...=govt assured no electricity price hike; same economic-policy domain, wrong specific.
210	0	no_correspondence	Resulta na canu niti ing balaus a pamibaba ning pesus laban king dollar=result is continuing peso decline vs Sinabi ni Baterina na matatapos ang proyekto...=Baterina said the project will finish...; different specific content (also the FIL target reused at row 200).
211	1	same_domain_wrong_specific	Sentence about lack of funds for companies to protect the environment vs FIL sentence about the president focusing on strengthening bureaucracy; same government/economy domain, wrong specific.
212	0	no_correspondence	Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista=PGMA will assure Filipinos' resolve against terrorists vs Ang paglakas ng piso ay posibleng magpatuloy hanggang matapos ang taong 2006=peso strengthening may continue through 2006; unrelated topics (security vs currency).
213	0	no_correspondence	Maingat ngening pagaralan ning local a capamalan ning lungsud ning Menila...=Manila local govt carefully studying cases against baywalk business owners vs Ipupursigi ng gobyerno ang pagtugis sa mga hindi nagbabayad ng tamang buwis=govt will pursue tax evaders; different content -- this source text is a near word-for-word match for the FIL target that instead appears (wrongly) at row 225.
214	0	no_correspondence	Same source text as row 211/213 (lack of environmental-protection funds) vs FIL sentence about pests reducing banana production; different specific content.
215	0	no_correspondence	Masanting ing plataforma king economia=the economic platform is good vs Sinabi rin ni Aspe na susuriin ng ahensya...=Aspe said the agency will review...; different content (also the FIL target correctly matched at row 198).
216	1	same_domain_wrong_specific	Sentence about the Philippines possibly not importing sugar by 2007 vs FIL sentence about helping farmers sell their produce; same agriculture-economy domain, wrong specific.
217	2	plausible_partial_match	Sentence about the peso's value dropping yesterday vs FIL sentence citing the peso closing at specific rates yesterday; same specific topic (peso exchange-rate movement "yesterday"), exact figures not independently verified.
218	1	same_domain_wrong_specific	Sentence about government saving over 40M pesos on debt interest vs FIL sentence about DA allocating 2M pesos to import vegetables; same government-budget domain, wrong specific.
219	0	no_correspondence	Detailed sentence about peso trading at specific rates yesterday vs FIL sentence about Teves wanting government debts paid; different specific content (compare row 217's note -- this source is plausibly the true match for row 217's own FIL target).
220	0	no_correspondence	Sentence about exporting 250-300k tons of mango to the US vs Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante...=same FIL text reused (wrongly) at row 206; different content.
221	1	same_domain_wrong_specific	Sentence about strong Holy-Week-driven currency inflows per traders vs FIL sentence about Arroyo urging tax collection; same economic-policy domain, wrong specific.
222	0	no_correspondence	Sentence about crude-oil price drop's market effect vs FIL sentence about the administration continuing debt repayment (same FIL text as row 208); different specific content.
223	1	same_domain_wrong_specific	Sentence about the peso strengthening in market trading vs FIL sentence about the president wanting high-paying jobs in Ilocos Norte; same economic-news domain, wrong specific.
224	1	same_domain_wrong_specific	Sentence about capital rising in the first six months vs FIL sentence citing yesterday's dollar exchange range; same currency/economic domain, wrong specific figures.
225	0	no_correspondence	Asaang baba ing utang panglual ning Filipinas=hoping the Philippines' external debt falls vs Masusing pinag-aaralan ngayon ng lokal na pamahalaan ng lungsod ng Manila...=Manila local govt studying baywalk cases; different content -- see row 213's note; this FIL text is a near word-for-word match for row 213's own source text.
226	1	same_domain_wrong_specific	Sentence about the economy improving by 2010 per Teves vs FIL sentence about PGMA's reforms being strengthened; same economic-news domain, wrong specific.
227	0	no_correspondence	Same source text as rows 204/233 (company relocating center to Subic) vs FIL sentence about a 2% rise in factory output; different specific content.
228	0	no_correspondence	Sentence about assistance to produce vendors vs FIL sentence citing a $504.5M figure (same FIL text as row 202); different specific content.
229	0	no_correspondence	Daracal la ding dayuhang mamuhunan king bansa=many foreign investors are coming to the country vs Una nang nagpahayag ang naturang kumpanya na ihinto ang sentro ng kanilang operasyon sa Subic...=the company earlier announced halting its Subic operations center...; different content -- this FIL text is a near word-for-word match for the source text at rows 204/227/233, evidence of a shifted block.
230	0	no_correspondence	Sentence about the Palace considering PH's economic position in Asia vs FIL sentence about a 2% rise in factory output (same FIL text as row 227); different specific content.
231	1	same_domain_wrong_specific	Sentence about Filipino workers' concern over the peso-dollar rate vs FIL sentence about the president returning from Davos with investor news; same economic-news domain, wrong specific.
232	1	same_domain_wrong_specific	Sentence about a growing economy benefiting rural people vs FIL sentence about PGMA directing a VCO plant in coconut provinces; same rural-economy domain, wrong specific.
233	0	no_correspondence	Same source text as rows 204/227 (company relocating center to Subic) vs Plano ng Bangko Sentral ng Pilipinas na alisin sa sirkulasyon...=BSP plans to remove excess pesos from circulation; different content -- see row 206's note; this FIL text is a near word-for-word match for row 206's own source text.
234	0	no_correspondence	Sentence about traders viewing a directive-lifting favorably vs FIL sentence citing yesterday's dollar exchange range (same FIL text as row 224); different specific content.
235	0	no_correspondence	Same source text as row 212 (PGMA on Filipino resolve against terrorists) vs FIL sentence about business-registration agencies; unrelated topics.
236	0	no_correspondence	Ing e biasang melikid king penibatan e ya miras king puntalan=one who doesn't know how to look back to their origin won't reach their destination (a well-known Rizal-associated proverb) vs Tikatik man kung panay ang ulan...=even steady rain won't overflow a deep river (different, unrelated proverb) -- the correct Filipino translation of this exact proverb appears (also mismatched) at rows 245 and 249.
237	1	same_domain_wrong_specific	Daig na ning maagap ing taung masipag=the prepared surpasses the merely industrious vs Ang gawa sa pagkabata, dala hanggang sa pagkamatanda=what's learned in childhood carries to adulthood; both proverbs, different figurative meaning.
238	1	same_domain_wrong_specific	Ing matapat a caluguran, tune yang ayasaan=a true friend is truly worth relying on vs Ang langaw na dumapo sa kalabaw...=the fly on the carabao feels taller than the carabao (a proverb about arrogance); both proverbs, different figurative meaning.
239	1	same_domain_wrong_specific	Proverb about consequences matching their cause (lightning/crash imagery) vs Walang mahirap na gawa pag dinaan sa tiyaga=nothing is difficult with perseverance; both proverbs, different figurative meaning.
240	2	plausible_partial_match	Nung ninu ing masalita yang culang king gaua=whoever talks a lot lacks in action vs Kapag ang ilog ay matahimik...maingay, asahan mo't mababaw=still waters run deep, noisy river is shallow; different imagery but closely related figurative theme (talk/noise correlates with lack of substance).
241	1	same_domain_wrong_specific	Proverb about no cooking pot escaping char (nothing/no one is flawless) vs Mainam na ang pipit na nasa kamay kaysa lawing lumilipad=a bird in hand is worth two in the bush; both proverbs, different figurative meaning.
242	1	same_domain_wrong_specific	Proverb about experiencing consequences oneself vs Pagkahaba-haba man ng prusisyon, sa simbahan din ang tuloy=however long the procession, it ends at the church; both proverbs, different figurative meaning -- the likely correct Kapampangan source for this exact FIL proverb appears at row 250.
243	2	plausible_partial_match	Ing palu king damulag, king cabayu ing late=the blow lands on the carabao but the horse feels it (misdirected consequence) vs Ako ang nagbayo, ako ang nagsaing, saka ng maluto'y iba ang kumain=I did all the work but someone else benefits; closely related figurative theme (effort/consequence misdirected to someone else), different imagery -- see row 246's note for this exact FIL proverb's likely true source.
244	2	plausible_partial_match	Ing lalacad mabagal...malalam=walking slow/fast correlates with shallow/deep piercing vs Kapag ang ilog ay matahimik...maingay...mababaw=still/noisy river correlates with deep/shallow; closely parallel rhetorical structure (quality-A implies depth-1, quality-B implies depth-2), different literal imagery.
245	0	no_correspondence	Langi ne ing sapa dapot ali ing balita (uncertain proverb, stream/news imagery) vs Ang hindi marunong lumingon sa pinanggalingan ay hindi makararating sa paroroonan=one who doesn't look back to their origin won't reach their destination; this FIL proverb is the correct translation of the source text at row 236, not this row's own source.
246	0	no_correspondence	Acu ing mitanam, ing binayu at siniasat, saca niang melutu aliua ya ing mengan=I planted, pounded and inspected it, but someone else ate it when cooked vs Tikatik man kung panay ang ulan...=even steady rain won't overflow a deep river; different proverb -- this source text is a close, near word-for-word match for the FIL proverb correctly appearing at row 243 as its own (mismatched) target, i.e. this row's source belongs with row 243's target.
247	0	no_correspondence	Ing tau ustung macualta ya, dacal ya caluguran=a person with money has many friends (fair-weather-friends theme) vs Ang hindi marunong lumingon sa pinanggalingan...=same recurring FIL proverb as rows 236/245/249; unrelated figurative meaning.
248	1	same_domain_wrong_specific	Ing pamakyasaua e ya biru...=marriage is not a joke, can't be undone if it turns out badly vs Kapag apaw na ang takalan, kailangan kalusan=when the measure overflows, it needs leveling; both proverbs, different figurative meaning.
249	0	no_correspondence	Matibe ya ing palis, paulini ning pangabigkis (uncertain proverb) vs Ang hindi lumingon sa pinanggalingan, hindi makakarating sa paruruonan=same recurring FIL proverb as rows 236/245/247 (spelling variant); this row's source is not its correct match either.
250	0	no_correspondence	King kecaban man ning prucicion, king pisamban mu rin malaus=however long the procession, it still ends at the church vs Ang tunay na kaibigan karamay kailan man=a true friend is always a companion; different proverb -- this source text is a close, near word-for-word match for the FIL proverb wrongly appearing as row 242's own (mismatched) target, i.e. this row's source belongs with row 242's target.
