pair_id,story_num,story_title,pam_text,fil_text
story_0142,12,Transportasyun king Pilipinas,"Ing Pilipinas, atin yang atlung riles tren: ding LRT at MRT nung nokarin magagamit la king Manila at ing Philippine National Railways, a magagamit mu rin king Manila at aliwang lugal king Luzon.","Sa Pilipinas, mayroong tatlong riles ng tren: ang LRT at MRT na ginagamit sa Maynila, at ang Philippine National Railways, na ginagamit din sa Maynila at ibang lugar sa Luzon."
story_0143,12,Transportasyun king Pilipinas,"Ding taxi ampong bus, maulaga la mu ring pampublikung saken king Pilipinas.",Ang taxi at bus ay mahalaga ring pampublikong sasakyan sa Pilipinas.
story_0144,13,Kaluguran da ka Ima,"Anyang adwa yang banwa i Dave, likwan neng ima na kang tatang na.","Nang dalawang taon si Dave, iniwan siya ng kanyang ina sa kanyang ama."
story_0145,13,Kaluguran da ka Ima,Sinese de ri apu at dara na kayabe ra ding pisan na.,Inalagaan siya ng kanyang mga lolo't lola kasama ang kanilang pamilya.
story_0146,13,Kaluguran da ka Ima,Pamag-tindang uling ing kabyayan da.,Nagtinda sila para sa kanilang ikabubuhay.
story_0147,13,Kaluguran da ka Ima,Tataguyud de i Dave agyang magkasakit la.,Inalagaan nila si Dave kahit sila mismo ay may sakit.
story_0148,13,Kaluguran da ka Ima,Potang atin yang sakit i Dave ila ing kayantabe na.,"Kapag may sakit si Dave, sila ang laging kasama niya."
story_0149,13,Kaluguran da ka Ima,"Misan aldo, kitnan de ring kaluguran na, ""Dave, nukarin ya i Ima mu?""","Isang araw, tinanong siya ng mga taong mahal niya, ""Dave, nasaan ang iyong Ina?"""
story_0150,13,Kaluguran da ka Ima,"""Mete ne,"" pakibat nang Dave.","""Namatay na siya,"" sagot ni Dave."
story_0151,13,Kaluguran da ka Ima,Mebigla la ngan king meging pakibat ng Dave uling balu da ala naman sinabi o mituru kaya.,Nagulat sila sa naging sagot ni Dave dahil hindi nila alam kung ano ang sinabi o itinuro sa kanya tungkol dito.
story_0152,13,Kaluguran da ka Ima,Migaganaka la ding pamilya na anya megdesisyun lang pakisabyan de.,Nag-alala ang kanyang pamilya kaya nagpasya silang kausapin siya.
story_0153,13,Kaluguran da ka Ima,"Misan aldong atin klasi, tiki nening dara nang adwang bulang mabuktut a tatalakad bilang ima na.","Isang araw na may pasok, isinama siya ng kanyang lola sa isang matandang babaeng paralisado, na nagpanggap na parang ina niya."
story_0154,13,Kaluguran da ka Ima,"Kabang pauli la, kitnan neng dara na, ""Kaluguran mu ko?""","Habang umuuwi sila, tinanong siya ng kanyang lola, ""Mahal mo ba ako?"""
story_0155,13,Kaluguran da ka Ima,"""Syempre, Ima,"" pakibat ng Dave.","""Syempre po, Lola,"" sagot ni Dave."
story_0156,13,Kaluguran da ka Ima,"""Nung talagang kaluguran mu ku dapat mas luguran me i Ima mu.","""Kung talagang mahal mo ako, dapat mas mahalin mo ang iyong Ina."
story_0157,13,Kaluguran da ka Ima,Eka sasabing marok amanu laban kaya uling nung alayu ali daka kayabe ngeni.,"Huwag kang magsalita ng masama laban sa kanya, dahil kung wala siya, wala ka sanang kasama ngayon."
story_0158,13,Kaluguran da ka Ima,"Datang ing panaun, akit me murin at ipalino na keka bakit likwan naka ampo i Tatang mu,"" mipagagang sabi nang dara na.","Darating ang panahon na mauunawaan mo rin at maliliwanagan ka kung bakit ka niya iniwan kasama ng iyong Itay,"" mahinahong sabi ng kanyang lola."
story_0159,13,Kaluguran da ka Ima,"Manibat kanita, balang kukutnan de i Dave nung nukarin ya i Ima na, mayli ya ta sabyan ng, ""Kaluguran daka pa rin Ima, at buri dakang akit.""","Mula noon, tuwing tinatanong si Dave kung nasaan ang kanyang Ina, gusto niyang sabihin, ""Mahal pa rin kita, Ina, at gusto na kitang makita."""
story_0160,14,Ing Anak a Masabal,"Abak ning Lunis, maranun yang linub i Rodel king iskwela.","Umaga ng Lunes, maaga pumasok si Rodel sa paaralan."
story_0161,14,Ing Anak a Masabal,Masaya yang lalakad papunta king paradahan da reng saken.,Masaya siyang naglalakad papunta sa paradahan ng mga sasakyan.
story_0162,14,Ing Anak a Masabal,"Karas na Karin, ikit ne i Juan, ing anak a ating kapansanan.","Sa daan patungo doon, nakita niya si Juan, ang batang may kapansanan."
story_0163,14,Ing Anak a Masabal,"""Mayap a abak keka, Rodel!"" ing sabi nang Juan.","""Magandang umaga, Rodel!"" sabi ni Juan."
story_0164,14,Ing Anak a Masabal,"""Mayap a abak mu naman!"" ing pakibat nang Rodel.","""Magandang umaga rin sa'yo!"" sagot ni Rodel."
story_0165,14,Ing Anak a Masabal,"Anyang dintang ne ing dyip a saken da papunta iskwela, inantabayanan neng Rodel i Juan king pamanyake angga na king milukluk ya kilub ning saken.","Nang dumating ang jeep na sasakyan nila papuntang paaralan, hinintay ni Rodel si Juan hanggang sa makaupo siya sa loob ng sasakyan."
story_0166,14,Ing Anak a Masabal,"""Dakal a salamat keka, Rodel,"" ing agad nang sinabing Juan.","""Maraming salamat, Rodel,"" agad na sinabi ni Juan."
story_0167,14,Ing Anak a Masabal,"""Alai ta,"" pakibat na namang Rodel.","""Walang anuman,"" sagot naman ni Rodel."
story_0168,14,Ing Anak a Masabal,"Anyang miras nala king arap ning iskwela, inantabayanan neng pasibayu i Juan king pamanguldas king dyip, king pamaglub da iskwela angga king kwartung pipagaralan.","Nang makarating sila sa harap ng paaralan, muling hinintay ni Rodel si Juan habang bumababa siya sa jeep, hanggang sa pagpasok nila sa paaralan patungo sa silid-aralan."
story_0169,14,Ing Anak a Masabal,Migpasalamat yang ustu i Juan kang Rodel uli na ning pepakit nang masabal at ganaka kaya.,Taos- pusong nagpasalamat si Juan kay Rodel dahil sa pagpapakita niya ng malasakit at pag-aalaga sa kanya.
story_0170,15,Ing Anak a Mapanyaup,"King kilub ning kwartung pipagaralan, tahimik lang magobra ring anak king pamagsane king Filipino.","Sa loob ng silid-aralan, tahimik na gumagawa ang mga bata ng kanilang gawain sa Filipino."
story_0171,15,Ing Anak a Mapanyaup,"Apansinan nang Lita i Lawaan, ing bayu rang kaklasing Aeta a e mipaindatun king kayang luklukan.","Napansin ni Lita si Lawaan, ang kanilang bagong kaklaseng Aeta na hindi makasunod sa kanyang upuan."
story_0172,15,Ing Anak a Mapanyaup,Ala yang lapis ampong papil a gagamitan.,Wala siyang lapis at papel na magagamit.
story_0173,15,Ing Anak a Mapanyaup,Agad-agad kinangwang yang aliwa na pang lapis ampong papil king kayang bag at peparam ne kang Lawaan.,Agad-agad kumuha si Lita ng dagdag na lapis at papel mula sa kanyang bag at ipinahiram ito kay Lawaan.
story_0174,15,Ing Anak a Mapanyaup,Misadan ya at pesalamat kang Lita at meging matalik lang mikaluguran.,"Natuwa si Lawaan at nagpasalamat kay Lita, at sila ay naging matalik na magkaibigan."
