mt_id,granularity,source_lang,target_lang,source_text,target_text,prompt_family,source_name_normalized,prompt_ordinal,source_recorded_speakers,target_recorded_speakers,quality_tier,source_name,source_archive,dataset_role,validation_status
pldmt_a8364c94d910,sentence,pam,fil,Maligayang kebaitan hu kecayu.,Magkita na lang po tayo sa susunod.,Utt,Utt_CommonExpressions.txt,12,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_416c18aa4058,sentence,pam,fil,Bibilugan mucu yata?,Magandang umaga po sa inyo.,Utt,Utt_CommonExpressions.txt,13,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8961d97f9f23,sentence,pam,fil,Nucarin ya hu ing terminal ning bus?,Marami ka bang gagawin?,Utt,Utt_CommonExpressions.txt,14,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_045392a08c51,phrase,pam,fil,Maligayang kebaitan pu.,Maraming salamat po.,Utt,Utt_CommonExpressions.txt,15,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_2f9023ea7fc9,phrase,pam,fil,Nanung pamangan tamu ngeni?,Maligayang bati po.,Utt,Utt_CommonExpressions.txt,16,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_afabeed64d19,phrase,pam,fil,Calugurang caluguran daca.,Saan po kayo nakatira?,Utt,Utt_CommonExpressions.txt,17,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_dab7f3e78c50,sentence,pam,fil,Bibilugan mucu yata?,Magkita na lang po tayo sa susunod.,Utt,Utt_CommonExpressions.txt,18,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3e1554828bcf,sentence,pam,fil,Linisan ing silid-pagaralan.,Itaas lang ang kamay 'wag nang magsabi ng Ma'am.,Utt,Utt_Educ.txt,1,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_62256110e2a9,phrase,pam,fil,Agnan-agnan alang mumuna.,Tumahimik at makinig.,Utt,Utt_Educ.txt,2,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3d74d1f77885,sentence,pam,fil,Buclat ya ing aclat king pagina catlu.,Sino'ng hindi naintindihan?,Utt,Utt_Educ.txt,3,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5fb04dc8559e,phrase,pam,fil,Dalan ya king opisina.,magpasa ng tahimik,Utt,Utt_Educ.txt,4,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_545d9598c230,sentence,pam,fil,Mengan na cayu wari?,Lagyan ng cover ang aklat.,Utt,Utt_Educ.txt,5,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_6e245c93594b,sentence,pam,fil,Iwasang makisabi king casiping.,Sino ang tutulong sa kanya para maiwasto ang sagot.,Utt,Utt_Educ.txt,6,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_96deffb8d5f4,sentence,pam,fil,Bilisan ing pamangan.,Tingnan ko nga kung sino ang mabait?,Utt,Utt_Educ.txt,7,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f40c8a85fc24,sentence,pam,fil,Pakibatang tahimic ding cutang king pakibatang papil.,Sino ang dito kakain?,Utt,Utt_Educ.txt,8,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_c300a5e9851c,sentence,pam,fil,Makiramdam.,Sabihin sa nanay na may meeting.,Utt,Utt_Educ.txt,9,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_1da145b8e874,sentence,pam,fil,Cumang metung a mabilug a papil dinan yeng lagiu,Magpuputol ng kuko sa nanay kapag mahaba na ang mga kuko.,Utt,Utt_Educ.txt,10,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_1c54db60932a,phrase,pam,fil,Dalan ya king opisina.,Sabay-sabay walang mauuna.,Utt,Utt_Educ.txt,11,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_98bd8b37748a,sentence,pam,fil,E co pupulayi king kilub ning cuarto.,Huwag palaging tasa ng tasa,Utt,Utt_Educ.txt,12,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_edf84bcda20f,sentence,pam,fil,E yu ulitan ing pamanyulud ning imalan yu.,Naiintindihan ba mga bata?,Utt,Utt_Educ.txt,13,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8f1166f074c7,sentence,pam,fil,"Lumacad mu, e pupulayi.",ilagay sa tamang lagayan ang basura,Utt,Utt_Educ.txt,14,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_af60689185a3,phrase,pam,fil,Magsane mamasa at mamilang.,Umupo ng maayos.,Utt,Utt_Educ.txt,15,70,63,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_1702a00c8b24,sentence,pam,fil,"Melaus ya ing matsing king cayang maroc a gawa cabang king tauli, e na tipdan ing cayang pangacu at inatsa ne ing pau king danum.","Tangi pa rito, ang mga punong saging ay madalas na binubunot ng mga tao, gaya ng ginawa ng pangunang mga tauhan ng ating kuwento, itinatanim nila at pinipitas ang mga bunga (o ang pusong nagbibigay ng mga bunga) sa loob ng tatlo o apat na araw.",Utt,Utt_Essay.txt,1,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_6a71eb242c5c,sentence,pam,fil,"Metung yang maingat a pamaniuri at pamipareu ing mituru kecatamu ing tune nang buud ding aduang cuentu ibat sa king Mauli ning Sumatra, Java, Mindanao o nung ali man caya king capuluang Filipinas, at caibat dela de ding tau o liping linipat king bandang Pangulu ban manucnangan caring Pulu ning Japon at Riu-kiu.","May nagsabi sa akin nang ako'y nasa Hapon na ang pagong sa mga tao roon ay isang tanda ng kawalang-hanggan o kaya'y tanda ng isang bagay na kagalang-galang, banal, at iba pa, na maaaring may kinalaman ang kabihasnang Intsik.",Utt,Utt_Essay.txt,2,69,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_c9a04473b126,sentence,pam,fil,"Ing panakit da king pau metung yang macalunus, malati at alang male a bage, dapot maingat king capamaralan, migit yang calunusan kesa hangaan o igalang caya.","""Ngunit ang alimango'y hindi maaaring umakyat sa punongkahoy."" ang pariralang ito ay magiging lalong tama sa pagong; sa aming paniwala, ang alimangong may sipit at mga paa ay maaaring umakyat na katulad ng matsing; madaling naaakyat ng alimango ang alin mang bato, moog, at iba pa.",Utt,Utt_Essay.txt,3,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_d47c30badb09,sentence,pam,fil,"Ing matsing caring aduang pabulang deti ginanap yang metung a papil, sakim, magaspang, maroc at mapag-iganti; ing king Japong mitmung kaki ya ing pun saging king Filipinas, saguling tumubu at mamunga kesa caring aliuang pun dutung.","Ito'y isang magandang puno, may malalaki't luntiang dahon, at may mga ugat pang wari'y kabubuwal lamang pagkatapos ng bagyo.",Utt,Utt_Essay.txt,4,47,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f35b46a021c6,sentence,pam,fil,Malagua yang tinubu ing butul anggang meging metung yang matas a pun dutung.,"Ang matsing sa dalawang pabulang ito'y gumaganap ng isang papel, masakim, magaspang, balakyot at mapaghiganti; ang sa Hapong puno ng kaki ay siyang punong saging sa Pilipinas, madaling tumubo at mamunga kaysa ibang mga punongkahoy.",Utt,Utt_Essay.txt,5,46,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_92ddb8110523,sentence,pam,fil,"Nung ding matsing migit lang masican kesa caring alimangong magnasang capayapan, ing bage iti e macapanamuyut king ari a lungub king lungga a alang cayabe, anting e da neman pinilit ning lalung mas masican a calaban; dapot ing maliari munta la ding alimango caring matsing ban makipagcasundu.","Tangi pa rito, ang mga punong saging ay madalas na binubunot ng mga tao, gaya ng ginawa ng pangunang mga tauhan ng ating kuwento, itinatanim nila at pinipitas ang mga bunga (o ang pusong nagbibigay ng mga bunga) sa loob ng tatlo o apat na araw.",Utt,Utt_Essay.txt,6,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8b49a52bd72e,sentence,pam,fil,"Ing pamanyaup nang lusung, alu, bonbuan at ning ebun caring mimumuang alimango magpatune kecatamung malayang caisipan ding Japon.","Ang matsing sa dalawang pabulang ito'y gumaganap ng isang papel, masakim, magaspang, balakyot at mapaghiganti; ang sa Hapong puno ng kaki ay siyang punong saging sa Pilipinas, madaling tumubo at mamunga kaysa ibang mga punongkahoy.",Utt,Utt_Essay.txt,7,32,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b5383dd39b70,sentence,pam,fil,Miras ya king mainang pau ing bandang ilalam a king lawe matsura ya dapot magtagle nemang dacal a uyat.,"Sa kuwentong Pilipino, ang paghihiganti ng pagong kahit na may kaunting kamulalaan ay nagpapakilala ng una't pambihirang pamamaraan, ""may matutulis na susó"", samantalang sa kuwentong Hapon ay may bakas ng lalong maunlad na kalagayan ng kapisanan, gaya ng digmaan ng mga alimango at mga matsing.",Utt,Utt_Essay.txt,8,34,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_4b5e8057c84a,sentence,pam,fil,"E apaglinlangan sabian a ding aduang pabulang deti, agiang miyaliua la sepu atin lang metung a penibatan, o nung caya ating yang pamicatmu ing metung king metung.","Tangi pa rito, ang mga punong saging ay madalas na binubunot ng mga tao, gaya ng ginawa ng pangunang mga tauhan ng ating kuwento, itinatanim nila at pinipitas ang mga bunga (o ang pusong nagbibigay ng mga bunga) sa loob ng tatlo o apat na araw.",Utt,Utt_Essay.txt,9,31,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_af6f5eff89a8,sentence,pam,fil,"Ing panakit da king pau metung yang macalunus, malati at alang male a bage, dapot maingat king capamaralan, migit yang calunusan kesa hangaan o igalang caya.","May nagsabi sa akin nang ako'y nasa Hapon na ang pagong sa mga tao roon ay isang tanda ng kawalang-hanggan o kaya'y tanda ng isang bagay na kagalang-galang, banal, at iba pa, na maaaring may kinalaman ang kabihasnang Intsik.",Utt,Utt_Essay.txt,10,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_4d5c20ad3b81,sentence,pam,fil,"Samantala, magcasia tana pa king metung a pamaniuri at pamamunie mapilang casian manibat king metung a masusing pamipareu ding aduang cuentu.","Ang katotohanang, ang kuwentong ito ay alam kahit saan mang dako ng Pilipinas; sa bawat pulo, lalawigan, at nayon, ay nagpapakilalang ito'y minana sa isang naglahong kabihasnang karaniwan sa mga lahing nanirahan nang panahong iyon.",Utt,Utt_Essay.txt,11,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f9798760161b,sentence,pam,fil,"""Mayap, atme cayapan!"" ing pakibat ning pau. "" E cu mu pin miukyat king pun at macapanagtal caring cayang bunga.""","Ang tingin nila sa pagong ay isang kaawa-awa, maliit at walang malay na bagay, ngunit maingat sa pamamaraan, higit na kinaaawaan kaysa hangaan o igalang kaya.",Utt,Utt_Essay.txt,12,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_cec7e7510625,sentence,pam,fil,Mayalang galang na po.,Ipagpaumanhin po ninyo ang aking pagkakamali.,Utt,Utt_Greetings.txt,1,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_2bda4b86d598,sentence,pam,fil,Catutula cu pu ing akilala da cayu.,Tanggapin po ninyo ang aming taós pusong pasasalamat!,Utt,Utt_Greetings.txt,2,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3aa2c70f8bcd,sentence,pam,fil,Tanggapan ye pu ing kecaming taus pusung pamipasalamat!,Magandang araw sa iyo.,Utt,Utt_Greetings.txt,3,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_7ed1cccb2850,sentence,pam,fil,Mapaling pamamuge keco ngan.,Ipagpaumanhin po ninyo ang aking pagkakamali.,Utt,Utt_Greetings.txt,4,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5d7025845357,sentence,pam,fil,Maligayang Pascu pu at masaplalang bayung banua.,Ipagpaumanhin po ninyo ang aking pagkakamali.,Utt,Utt_Greetings.txt,5,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3f320259ad37,sentence,pam,fil,Maligayang Pascu pu at masaplalang bayung banua.,Tanggapin po ninyo ang aming taós pusong pasasalamat!,Utt,Utt_Greetings.txt,6,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_6e0fc2a3eb61,phrase,pam,fil,Mayap naman pu.,Isang taós pusong pasasalamat!,Utt,Utt_Greetings.txt,7,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b467e2e40139,sentence,pam,fil,Maligayang puge king kecang kebaitan.,Maligayang Pasko po at manígong bagong taon.,Utt,Utt_Greetings.txt,8,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_0acdd29baf13,sentence,pam,fil,Anga keng pasibayung pamiikit.,Tanggapin mo ang aking pakikiramay.,Utt,Utt_Greetings.txt,9,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3a855207858f,sentence,pam,fil,Catutula cu pu ing akilala da cayu.,Maligayang bati sa iyong pagtatapos.,Utt,Utt_Greetings.txt,10,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_c84f01c8ea06,sentence,pam,fil,Ipagpaumahin yu pu ing cacung pamagcamali.,Ikinagagalak ko po kayong makilala.,Utt,Utt_Greetings.txt,11,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b416078863a7,sentence,pam,fil,Maligayang Pascu at masaplalang bayung banua.,Maligayang Pasko po at manígong bagong taon.,Utt,Utt_Greetings.txt,12,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_ab685eb40288,sentence,pam,fil,Tanggapan ye pu ing cacung pamakirame.,Maligayang Pasko at manígong bagong taon.,Utt,Utt_Greetings.txt,13,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_75a2cd9764f4,sentence,pam,fil,Tanggapan ye pu ing kecaming taus pusung pamipasalamat!,Tanggapin po ninyo ang aming taós pusong pasasalamat!,Utt,Utt_Greetings.txt,14,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_587f5fed1785,sentence,pam,fil,Maligayang puge king kecang pamamupus.,Maligayang Pasko po at manígong bagong taon.,Utt,Utt_Greetings.txt,15,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_dc3e20690d5e,sentence,pam,fil,Tanggapan ye pu ing kecaming taus pusung pamipasalamat!,Tanggapin po ninyo ang aming taós pusong pasasalamat!,Utt,Utt_Greetings.txt,16,70,108,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_9d4fefdb6348,sentence,pam,fil,"I Micahel wari ing magcanta, o i James?","Gusto mo bang sumáma, o hindi?",Utt,Utt_Interrogatives.txt,1,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b3746d1f51f2,sentence,pam,fil,Mawawala wari ing gamit na?,Nawawala ba ang gamit niya?,Utt,Utt_Interrogatives.txt,2,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a1390e949d65,sentence,pam,fil,"Tigtig ya wari i Francisco, o magcanta?",Paano niya nahanap ang gamit ni James?,Utt,Utt_Interrogatives.txt,3,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_20ffe484ba11,sentence,pam,fil,"Munta ca wari king Menila, o king Baguiu?",Sinu-sino ang nagdala ng pagkain?,Utt,Utt_Interrogatives.txt,4,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_999c11e6bb9a,sentence,pam,fil,"Filipinu ya wari I James, o Americanu?","Hindi siya kumain, 'no?",Utt,Utt_Interrogatives.txt,5,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_667dda570365,sentence,pam,fil,Macananu nang ikit ing gamit nang James?,Bibili ba siya ng pagkain?,Utt,Utt_Interrogatives.txt,6,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_dcc97b53607a,sentence,pam,fil,Nucarin ya ing seli cung lapis nandin?,Nakanino ang susi ng bahay?,Utt,Utt_Interrogatives.txt,7,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a44e1f677ba8,phrase,pam,fil,Pilang banua na ca?,Tutugtog ba si Francisco?,Utt,Utt_Interrogatives.txt,8,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_4d494b26a75e,sentence,pam,fil,Obat dela de king ospital I Maricel?,Kailan magkikita sa bahay sina Ronald?,Utt,Utt_Interrogatives.txt,9,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_0fb9578d4b54,sentence,pam,fil,I Michael wari ing mengan king mangga?,Paano niya nahanap ang gamit ni James?,Utt,Utt_Interrogatives.txt,10,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_da15265fdbc3,sentence,pam,fil,Macananu casakit ing exam yu?,Mabait ba siya?,Utt,Utt_Interrogatives.txt,11,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_49ed11a8f482,sentence,pam,fil,Nanu ing gagawan ng Michael king bale?,"Tutugtog ba si Francisco, o kakanta?",Utt,Utt_Interrogatives.txt,12,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3f2d2a80f83d,sentence,pam,fil,"Bisa ca waring tuke, o ali?","Tutugtog si Francisco, 'di ba?",Utt,Utt_Interrogatives.txt,13,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a8844d5f57db,sentence,pam,fil,King bale la wari mikit di James?,"Tutugtog si Francisco, 'di ba?",Utt,Utt_Interrogatives.txt,14,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_74d7fd205d34,sentence,pam,fil,Nanu ing gagawan ng Michael king bale?,"Gusto mo bang kumain, o magpahinga?",Utt,Utt_Interrogatives.txt,15,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_15b833934d67,sentence,pam,fil,"Ala nune purus catacsilan ing ganti king kecatamung pamagpala at pamanupad king carelang pengacung itamu lalung gisingan king cayapan bagus itamung bilagan da, inawa daca tamu king carelang amac a asal, pinilit a sinira ing mal at malagung ugali ning kecatamung Bal’yan; iminulat da catamu king metung a maling pamaniampalataya at bigsac king lubac ning carocan ing capurian ning kecatamung bal’yan; at nung itamu mangangas maniad agiang ditac a lingap, ing maging pakibat ya ing iyugse at ilaut king siping ding kecatamung pacamalan a anac, asaua at matuang pengari.",Ngayon panahon nang dapat simulan ang pagsisiwalat ng mga mahal at dakilang ani na magwawasak sa masinsing tabing na bumubulag sa ating kaisipan; panahon na ngayong dapat makilala ng mga Tagalog ang pinagbuhatan ng kanilang mga kahirapan.,Utt,Utt_Letter.txt,1,61,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b343ac73a8e5,sentence,pam,fil,"Ngeni ala nang aituring a capanatagan king kecatamung pamanucnangan; ngeni pane da nang gagambalan ing kecatamung catahimican ning mamalingongo a daing at tagulele, saldac pangisnaua at pagsalbat ding macapal a mengulila, balu’t ding pengari ding cabaleng pemanyira ding mapanyupil a Castila; ngeni malulumud tamu king mamalbug a lua ding Indu caring meyangu da bie anac, caring pamanangis ding bingut a pepangulila ning calupitan a ing balang patac calupa na ning metung a bubucal a tingga, a sasala king makirut a sugat ning kecatamung pusung manamdaman; ngeni lalu tamung macabilibid king tanicalang macapaglibac caring balang lalaking ating ingatang capurian.","Panahon na ngayong dapat na lumitaw ang liwanag ng katotohanan; panahon nang dapat nating ipakilala na tayo'y may sariling pagdaramdam, may puri, may hiya at pagdadamayan.",Utt,Utt_Letter.txt,2,62,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_15d93752da78,sentence,pam,fil,"Ngeni ala nang aituring a capanatagan king kecatamung pamanucnangan; ngeni pane da nang gagambalan ing kecatamung catahimican ning mamalingongo a daing at tagulele, saldac pangisnaua at pagsalbat ding macapal a mengulila, balu’t ding pengari ding cabaleng pemanyira ding mapanyupil a Castila; ngeni malulumud tamu king mamalbug a lua ding Indu caring meyangu da bie anac, caring pamanangis ding bingut a pepangulila ning calupitan a ing balang patac calupa na ning metung a bubucal a tingga, a sasala king makirut a sugat ning kecatamung pusung manamdaman; ngeni lalu tamung macabilibid king tanicalang macapaglibac caring balang lalaking ating ingatang capurian.","Itinuturo na katuwiran ang tayo'y magkaisang-loob, magkaisang isip at akala at nang tayo'y magkaisa na maihanap ng lunas ang naghaharing kasamaan sa ating Bayan.",Utt,Utt_Letter.txt,3,55,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_c246aadda9dd,sentence,pam,fil,"King mayap dang amuyut a ngara canu, acayan da catamu king lalung cayapan at lalung imulat ding kecatamung caisipan, ing miniabing magsipanibala miliaring melamukus king yumu ning carelang dila king pamaglinlang.",Ngayon panahon nang dapat simulan ang pagsisiwalat ng mga mahal at dakilang ani na magwawasak sa masinsing tabing na bumubulag sa ating kaisipan; panahon na ngayong dapat makilala ng mga Tagalog ang pinagbuhatan ng kanilang mga kahirapan.,Utt,Utt_Letter.txt,4,56,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
