unit,pam_text,fil_text,emb_cosine,token_jaccard,char3_cosine,length_ratio,mutual_best,blended_score,reviewer_verdict,reviewer_notes
Utt_News.txt,Aminadung melugi ketang milabas a banua ing Cebu Pacific,Aminadong nalugi noong nakaraang taon ang Cebu Pacific,0.7568,0.1333,0.4608,0.8889,True,0.6657,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Agpang cang PGMA, e ya miapectuan ning politica ing economia ning bansa","Ayon kay PGMA, hindi maaapektuhan ng pulitika ang ekonomiya ng bansa",0.7706,0.1053,0.4003,0.9167,True,0.6651,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Malati yamu ing efecto ning ayun king pambansang economia ning Indonesia,Hindi masyadong naapektuhan ng lindol ang pambansang ekonomiya ng Indonesia,0.7617,0.1176,0.4323,0.9091,True,0.6647,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Pepapurian ne ing ADBng PGMA,Pinapurihan ang ADB ni PGMA,0.7459,0.1111,0.4444,1.0,True,0.6642,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Antayu ing pisara?,Nasaan ang pisara?,0.6976,0.2,0.5556,1.0,True,0.6641,Accept,Verified via dictionary alignment & score
Utt_Interrogatives.txt,"Malagua mu wari ing exam, o masakit?","Madali lang ba ang eksam, o mahirap?",0.789,0.0769,0.2354,1.0,True,0.6623,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Miglinis cong balugbog?,Naglinis ba kayo ng tayga?,0.8726,0.0,0.2863,0.6,True,0.6622,Review,"Partial dictionary match, manual review needed"
Utt_Interrogatives.txt,Estudyanti ya wari?,Estudyante ba siya?,0.7815,0.0,0.4211,1.0,True,0.661,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Manatiling matatag ing economia ning bansa agiang king gulu ning politica,Nananatiling matatag ang ekonomiya ng bansa kabila ng mga gulo sa pulitika.,0.7478,0.1053,0.4964,0.9167,True,0.661,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Daracal la ding dayuhang mamuhunan king bansa,Dumadami ang mga dayuhang namumuhunan sa bansa,0.7053,0.1667,0.524,1.0,True,0.6589,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Tatasan dang nine point percent ing tinas ning coleccion ning BIR king milabas a banua nung nucarin mibangun ya ibat king pitung banuang pangalugmuc ning pamibuisan king GDP,Tinatayang nine point nine percent ang itinaas ng koleksyon nang BIR sa naturang taon kung saan nakaahon ito mula sa pitong taon na pagkakalugmok nang pagbubuwis sa GDP.,0.745,0.119,0.3775,1.0,True,0.6586,Review,"Partial dictionary match, manual review needed"
Utt_Salawikain.txt,Daig na ning maagap ing taung masipag.,Daig ng maagap ang taong masipag.,0.6529,0.3,0.7112,0.8571,True,0.6586,Accept,Verified via dictionary alignment & score
Utt_Educ.txt,Dagdagan ing bacal.,Dagdagan ang baon,0.6798,0.2,0.5893,1.0,True,0.6568,Accept,Verified via dictionary alignment & score
Utt_News.txt,Metung a ralan at aduampulu’t limang milyong pesus a pondu para king Gawad Kalinga,Isang daan at dalawampu't limang milyong pisong pondo para sa Gawad Kalinga,0.6533,0.35,0.5847,0.8571,True,0.6562,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Sisiguraduan de ing matatag a economia ning lungsud,Sinisiguro ang matatag na ekonomiya ng lungsod,0.7558,0.0714,0.5005,0.875,True,0.6553,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Macananu yang mabalu ing sakit a yan?,Nasa dugo niyo ba yung ganyang sakit?,0.7703,0.0769,0.2611,1.0,True,0.6537,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Mecabuu yang limang milyong obra ing capamalan,Nakabuo ng limang milyong trabaho ang pamahalaan,0.7091,0.1667,0.442,1.0,True,0.653,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Diniscuento ne ning Banco Central ing cacapusan ning dollar,Diniskwento ng Bangko Sentral ang kakapusan ng dolyar,0.7699,0.0,0.5204,0.8889,True,0.6529,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,E ne pagalo PGMA ing pesus laban king dollar,Hindi ipagagalaw ni PGMA ang piso laban sa dolyar,0.7334,0.125,0.3786,1.0,True,0.6529,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Semplang ne naman ing campania ning RP contra catiualian, agpang king WB","Semplang na naman ang kampanya ng RP kontra katiwalian, ayon sa WB",0.6753,0.2,0.5693,1.0,True,0.6521,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Sabian mu nung nucarin masakit,Sabihin niyo po kung saan masakit,0.7473,0.1,0.5011,0.8333,True,0.6518,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),"Pauli ning tagle nang sicanan at bilis ning cabayo inaus deng Hagibis, at manibat canita I Bernardo at Hagibis pane na lang miyayabe king pama masyal king cabunducan ning San Mateo.",Dahil sa tanglay na lakas at bilis ang kabayo ay tinawag niyang si Hagibis at mula nuon si Bernardo at si Hagibis ay laging magkasama sa pamamasyal sa kabundukan ng San Mateo.,0.6984,0.1667,0.5076,0.9688,True,0.65,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Tiualang acua ne ning Vietnam ing contrata king pami-angcat ning Filipinas abias,Tiwalang makukuha ng Vietnam ang kontrata sa pag-aangkat ng Pilipinas ng bigas,0.743,0.0455,0.4493,1.0,True,0.6498,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Nanu ing buri yung canan keng Christmas Party?,Ano ang gusto ninyong kainin sa Christmas Party?,0.7199,0.1429,0.391,1.0,True,0.6496,Accept,Verified via dictionary alignment & score
Utt_News.txt,"Ding mangangalacal, maniuala la a lalung lumabung ing negocio king lungsud ning Cotabato","Mangangalakal, naniniwala na lalong lalago ang negosyo sa lungsod ng Cotabato",0.7545,0.0435,0.5263,0.8462,True,0.6487,Review,"Partial dictionary match, manual review needed"
Utt_Interrogatives.txt,Macananu casakit ing exam yu?,Gaano kahirap ang eksam nyo?,0.8116,0.0,0.1053,1.0,True,0.6475,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Mayulu ya pa wari ita Doc?,Magagamot pa ba yun Dok?,0.796,0.1,0.1636,0.8333,True,0.6473,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Dobliyan ning Australia ing financial a saup king RP,Dodoblehin ng Australia ang pinansyal na tulong sa RP,0.7156,0.125,0.4244,1.0,True,0.6468,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Ayusan ing gamit.,Ayusin ang gamit.,0.652,0.2,0.6471,1.0,True,0.6459,Accept,Verified via dictionary alignment & score
Utt_Educ.txt,Tunggal-tunggal mu king CR.,Isa-isa lang sa CR,0.7609,0.1429,0.1066,1.0,True,0.6458,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Mecapaglista ya ing Filipinas aduang point eight a milyong visita king banuang aduang libo at anam,Nakapagtala ang Pilipinas ng two point eight na milyong bisita sa taong dalawang libo at anim,0.671,0.1923,0.5389,1.0,True,0.6449,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Magsane sumulat malagu.,Magsanay sumulat ng maganda.,0.7265,0.1667,0.5017,0.75,True,0.6444,Review,"Partial dictionary match, manual review needed"
Utt_Salawikain.txt,"Ing e lugud king cayang salita, migit pa king animal at malanam a asan. (Jose Rizal)",Ang hindî magmahál sa kaniyáng wikà ay mahigít pa sa hayop at malansáng isdâ. (José Rizal),0.7306,0.1111,0.3294,1.0,True,0.6435,Review,"Partial dictionary match, manual review needed"
Utt_Interrogatives.txt,Mawawala wari ing gamit na?,Nawawala ba ang gamit niya?,0.6891,0.1111,0.5769,1.0,True,0.6434,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Saupan dala ding SMEs ding labingsiam a compania,Tutulungan ang mga SMEs ng labingsiyam na kompanya,0.7316,0.0714,0.3968,1.0,True,0.6429,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Pulutan ing basura.,Itapon ang basura sa basurahan.,0.7877,0.1429,0.3149,0.6,True,0.6427,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Mesugat ya pu ing balat na,Nagsusugat po ang balat niya,0.7299,0.1,0.5004,0.8333,True,0.6413,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Catunayan, sinabi ning BSP a cumpara ketang mengalabas a banua, binaba yang maigit metung a dollar ing singil king pamipadalang dollar","Katunayan, sinabi ng BSP na kumpara noong mga nakaraang taon, bumaba ng mahigit isang dolyar ang singil sa pagpapadala ng dolyar.",0.7081,0.0909,0.4785,1.0,True,0.6409,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Lalala ya pu ata ing sakit cu,Lumalala po ata ang sakit ko,0.6948,0.1818,0.5185,0.8571,True,0.6408,Accept,Verified via dictionary alignment & score
Utt_News.txt,Mecatipid ya ing gobiernong maigit apat a pulung milyong pesus king pamamayad interes king utang,Nakatipid ang gobyerno ng mahigit apatnapung milyong piso sa pagbayad ng interes sa utang,0.6928,0.1304,0.557,0.9333,True,0.6408,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Agpang cang Bunye, balaus nang didinan pansin ning capamalan ing pamipalagu ning economia ning bansa","Ayon kay Bunye, patuloy na binibigyang pansin ng pamahalaan ang pagpapalago ng ekonomiya ng bansa",0.6967,0.1304,0.4625,1.0,True,0.6404,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Ing DBP mu rin ing magpalual pondu caring proyectong meapruban.,Ang DBP rin ang maglalabas ng pondo sa mga proyektong maaaprubahan.,0.7143,0.1176,0.47,0.9091,True,0.64,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Agpang cang Presidente Arroyo, king pamakipagpulung niti caring negociante, ila canu paua lang magnasa a mibulus puhunan keti Filipinas ngening paangat na ing economia ning bansa","Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante, sila umano'y pawang naghahangad na magbuhos ng puhunan sa Pilipinas ngayong paangat na ang ekonomiya ng bansa.",0.7033,0.1111,0.4914,0.963,True,0.6396,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Mag-rollback pasibayu potang capitangan bengi ing LPG,Magro-rolbak uli mamayang hatinggabi ang LPG,0.7699,0.0714,0.265,0.8571,True,0.6384,Review,"Partial dictionary match, manual review needed"
Utt_Essay.txt,"'Ginung Matsing"", ing sabi ning pau, ""comusta ya ing kecang pun-saging?""","""G. Matsing"", ang sabi ng pagong, ""kumusta ang iyong punong-saging?""",0.6818,0.1667,0.5501,0.9091,True,0.6383,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Macaafectu king mabagal a pamangusad ning economia ning bansa ing balaus a intriga king politica,Nakakaapekto sa mabagal na pag-usad ng ekonomiya ng bansa ang patuloy na iringan sa pulitika,0.719,0.087,0.3924,1.0,True,0.6381,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Macasadiang mamisaling murang abias ing Vietnam king Filipinas,Handang magbenta ng murang bigas ang Vietnam sa Pilipinas,0.7118,0.1333,0.4511,0.8889,True,0.6378,Review,"Partial dictionary match, manual review needed"
Utt_Essay.txt,"Ing paralan king pangauacas ning cuentu ning Japon atin yang gusut, samantalang ing cuentung Filipino malino at papakilalang maingat a pamagumasid ning ugali’t panamdam.","Ang paraan ng pagkakawakas sa kuwento ng Hapon ay may kagusutan, samantalang ang kuwentong Pilipino'y malinaw at nagpapakilala ng maingat na pagmamasid ng ugali't pakiramdam.",0.69,0.125,0.5242,0.96,True,0.6374,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),Malati ya pa ayakitanan da ne I Bernardo pambihirang sican at ticdi.,Maliit pa lang ay kinakitaan na si Bernardo ng pambihirang lakas at kisig.,0.6838,0.1905,0.4627,0.9231,True,0.637,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Maingat ngening pagaralan ning local a capamalan ning lungsud ning Menila nung nanu-nanung caso ing maliaring isampa laban caring kilalang personalidad a mitalacad negocio king baywalk king kecaban ning Roxas Boulevard,Masusing pinag-aaralan ngayon ng lokal na pamahalaan ng lungsod ng Manila kung anu-anong kaso ang maaaring isampa laban sa mga kilalang personalidad na nagtayo ng negosyo sa baywalk sa kahabaan ng Roxas Blvd.,0.691,0.1224,0.5372,0.9394,True,0.6367,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Cumpiansa ya I Durano a tangkilican da rin ing mesabing isla calupa ning Boracay.,Kumpiyansa si Durano na tatangkilikin rin ang nasabing isla gaya ng Boracay.,0.6748,0.1818,0.5951,0.8571,True,0.6365,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Titiyacan na ning DTI a ligtas la ding pamisaling tinape king bansa,Tiniyak ng DTI na ligtas ang mga binibentang tinapay sa bansa,0.6795,0.2105,0.4433,0.9167,True,0.6358,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Binabang metung a porciento ing utang panlual ning Filipinas agpang king Banco Central ning Filipinas,Bumaba ng isang porsiyento ang utang panlabas ng Pilipinas ayon sa Bangko Sentral ng Pilipinas,0.7213,0.0417,0.4429,1.0,True,0.6354,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista,Tiniyak ni PGMA sa mundo ang determinasyon ng mga Pilipino sa pagsugpo sa mga terorista,0.7232,0.0909,0.4648,0.8667,True,0.6352,Review,"Partial dictionary match, manual review needed"
Iso_Ordinal.txt,Catlumpulu't pitu,ikatatlumpu't pito,0.6437,0.2,0.5717,1.0,True,0.6334,Review,"Partial dictionary match, manual review needed"
Utt_Greetings.txt,Patauad pu.,Patawad po.,0.7279,0.0,0.4545,1.0,True,0.6322,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),Pangadalan nang Bernardo ginamit ne ning eng cantado ing cayang agimat ban piumpugan no ding mangaragul a batu king capagnasan nang sipitan at paten I Bernardo.,Pagdaan ni Bernardo ay ginamit ng engkantado ang kanyang agimat upang pag-umpugin nito ang naglalakihang bato sa pagnanais na ipitin at patayin si Bernardo.,0.7029,0.093,0.4938,0.9231,True,0.632,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),At nung tutuki ne ning cayang igpa king pamanga su anting alang nanu naman a puputputan nong Bernardo ding mapilan a pun ban macagauang dalan king masucal a cagubatan ning San Mateo.,At kapag isinasama siya ng ama sa pangangaso ay parang walang anuman na binubunot ni Bernardo ang ilang mga puno upang makagawa ng daanan sa masukal na kagubatan ng San Mateo.,0.709,0.0784,0.4377,0.9688,True,0.6318,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Mayap a bengi Doctor,Magandang gabi Doktor,0.8028,0.0,0.244,0.75,True,0.6311,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Sinabi na naman ning DOF a ustung pepaburian ya ing mesabing bage siguradung caualan yang panakitan ing gobierno.,Sinabi naman ng DOF na kapag pinagbigyan ang naturang bagay siguradong mawawalan ng kita ang gobyerno.,0.691,0.1481,0.4752,0.8889,True,0.6306,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Lalung pepasicnangan ing reforma nang PGMA,Lalong pinalakas ang reporma ni PGMA,0.7039,0.0909,0.4002,1.0,True,0.6306,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Agpang king NAPOCOR, maliaring mabut ing carelang bayaran anggang siyam a milyong pesus.","Ayon sa NAPOCOR, maaring umabot ang kanilang babayaran ng hanggang siyam na milyong piso.",0.6763,0.125,0.5678,0.9286,True,0.6304,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),"“Ginung Matsing”, ing sabi nang pau, “comusta ya ing kecang pun saging?”","""Ginoong Matsing"", ang sabi ng pagong, ""kumusta ang iyong punong-saging?""",0.6974,0.1667,0.4463,0.8333,True,0.6297,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Pasantingan ing sulat.,Pagandahin ang sulat,0.6667,0.2,0.3904,1.0,True,0.629,Accept,Verified via dictionary alignment & score
Utt_News.txt,Ayamuyut nong PGMA ding negociante a mamuhunan king bansa,Nahikayat ni PGMA ang mga negosyante na mamuhunan sa ating bansa,0.6802,0.1765,0.532,0.8182,True,0.6284,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Panatiliang malinis ing kecatamung silid-aralan.,Pulutin ang mga kalat sa paligid ng silid-aralan.,0.739,0.1538,0.4131,0.625,True,0.628,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Ketan ing dila.,Kagatin ang dila,0.6762,0.2,0.3227,1.0,True,0.628,Accept,Verified via dictionary alignment & score
Utt_News.txt,Mecapaglista ya ing PSE maigit apat a pulung milyong pesus penakitan kilub namu ning aduang bulan,Nakapagtala ang PSE ng mahigit apatnapung milyong pisong kita sa loob lamang ng dalawang buwan,0.7184,0.0714,0.3885,0.9375,True,0.6279,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Binarug ya ing utang ning gobierno king atlung trilyon at walumpulut siam a bilyung pesus,Pumalo ang utang ng gobyerno sa tatlong trilyon at walumpu't siyam na milyong piso,0.6905,0.1111,0.4771,0.9333,True,0.6276,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),Agad yang sinulapo papunta king bale nang Amomongo.,Dali-dali siyang lumipad patungo sa bahay ni Amomongo.,0.7182,0.0667,0.3234,1.0,True,0.6266,Review,"Partial dictionary match, manual review needed"
Utt_Greetings.txt,Pakisabi mu pu.,Pakiusap lang po.,0.7628,0.0,0.1879,1.0,True,0.6264,Review,"Partial dictionary match, manual review needed"
Utt_Interrogatives.txt,Nucarin ya ngan munta I James?,Sa bahay ba magkikita sina James?,0.726,0.0909,0.2259,1.0,True,0.6264,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Italacad ya king Iloilo ing bayung palapagan eroplanu ning PAL,Itatayo sa Iloilo ang bagong paliparan ng PAL,0.7294,0.125,0.3331,0.8,True,0.6259,Accept,Verified via dictionary alignment & score
Utt_Essay.txt,Ing cuentung Filipino ya ing asabing lalung mas minuna kesa king cuentong Japon.,Ang kuwentong Pilipino ang siyang masasabing lalong una kaysa sa kuwentong Hapon.,0.7246,0.0,0.488,0.9231,True,0.6258,Review,"Partial dictionary match, manual review needed"
Utt_CommonExpressions.txt,Bisa cang mangan?,Gusto niyo pong kumain?,0.8143,0.0,0.1043,0.75,True,0.624,Review,"Partial dictionary match, manual review needed"
Utt_Greetings.txt,Tanggapan me ing pamakirame cu.,Tanggapin mo ang aking pakikiramay.,0.7017,0.0,0.5164,1.0,True,0.6226,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Asaan ning presidenti ding LGUs a itucnang ing mesabing bayaran uling macaragdag ya iting gastusan a ipapasa da caring consumers,Inatasan ng pangulo ang mga LGUs na itigil ang nasabing bayaran dahil nakakadagdag ito ng gastusin na ipinapasa sa mga consumers.,0.6819,0.0909,0.5,0.9524,True,0.6226,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Biclat da ne king Caloocan ing Botica ng Bayan,Binuksan na sa Caloocan ang Botika ng Bayan,0.6504,0.2143,0.5064,0.8889,True,0.6226,Accept,Verified via dictionary alignment & score
Utt_Educ.txt,Ninu ing bisang makiabe king programa?,Sino ang gustong sumali sa programa?,0.7045,0.0909,0.3143,1.0,True,0.6223,Accept,Verified via dictionary alignment & score
Utt_News.txt,Mitas na naman maigit metung a dollar ing precio cada bariles ning gasolina king pangyatung palengki,Tumaas na naman ng mahigit isang dolyar ang presyo kada bariles ng gasolina sa pandaigdigang pamilihan.,0.6583,0.1481,0.4748,1.0,True,0.6221,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Milaco ya wari iti agad Doc?,Mawawala ba agad ito Dok?,0.7422,0.1,0.2315,0.8333,True,0.6218,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Milaco ya wari agad ini?,Mawawala ba 'to agad?,0.754,0.125,0.1369,0.8,True,0.6211,Review,"Partial dictionary match, manual review needed"
Utt_Greetings.txt,Mamun na.,Paálam na.,0.6201,0.3333,0.3162,1.0,True,0.6203,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Linobu ing penakitan ning Manila Water king banuang aduang libu at lima,Lumobo ang kita ng Manila Water sa taong dalawang libo at lima,0.6382,0.2,0.47,1.0,True,0.6199,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"King salucuyan, mayakit ya king Zamboanga Sibugay ing pecamalauac a plantacion ding pun ning goma, katuki ya ing Basilan.","Sa kasalukuyan, matatagpuan sa Zamboanga Sibugay ang pinakamalawak na plantasyon ng mga puno ng goma, kasunod ang Basilan.",0.6483,0.1481,0.5524,0.9474,True,0.6186,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Pakibaluan ing pakinabang a babie ning butul ning balubad,Alamin ang pakinabang na dulot ng buto ng kasoy,0.7037,0.0667,0.3294,1.0,True,0.6185,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,"Abias a mabilis pupulan, ati’na king mercado","Bigas na mabilis anihin, meron na sa merkado",0.6839,0.1538,0.3907,0.875,True,0.6177,Review,"Partial dictionary match, manual review needed"
Utt_Salawikain.txt,"Ing lalacad mabagal, nung masucsuc ya mababo. Ing lalacad mabilis, nung masucsuc ya malalam.","Ang lumalakad nang mabagal, kung matinik ay mababaw. Ang lumalakad nang matulin, kung matinik ay malalim.",0.7244,0.0556,0.3432,0.875,True,0.6176,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),Apansinan nang Donia Teodora a e makiramdam i Jose king cayang binasa. Sera ne ing aclat.,Napansin ni Donya Teodora na hindi nakikinig si Jose sa kanyang binasa.,0.6987,0.12,0.4851,0.75,True,0.6167,Review,"Partial dictionary match, manual review needed"
Iso_Weather.txt,Bugsu ning angin,bugso ng hangin,0.691,0.0,0.5164,1.0,True,0.6162,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Tahimic at makiramdam.,Tumahimik at makinig.,0.6404,0.2,0.4187,1.0,True,0.6161,Review,"Partial dictionary match, manual review needed"
Utt_Essay.txt,Minukyat ya ing matsing at king metung a sanga ning pun dutung megumpisa nong pengan ding bunga ning kaki.,Umakyat ang matsing at sa isang sanga ng punongkahoy at sinimulan niyang kanin ang mga bunga ng kaki.,0.6389,0.1786,0.5166,0.9474,True,0.6155,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Minabut king apat a ralan siamapulu’t atlu at capitnang milyong dollar ing acalap king pamilibayan napun king bansa.,Umabot sa apat na raan siyamnapu't tatlo at kalahating milyong dolyar ang nakalap sa palitan kahapon sa bansa.,0.6475,0.1724,0.4189,1.0,True,0.6149,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Isulat king maragul a letra ing amanu.,Isulat sa malaking titik ang salita.,0.723,0.0833,0.2858,0.8571,True,0.6148,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Tuturing nang maragul a amun ning Palacio ing pamaging culelat ning economia ning Filipinas king Asia,Itinuturing na malaking hamon ng Palasyo ang pagiging kulelat ng ekonomiya ng Pilipinas sa Asya,0.6976,0.0,0.475,0.9375,True,0.6098,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Binarug ya king limampulung pesus at siam a pulu’t limang centimus ing alaga ning pesus contra king metung a dollar bayu ya migsara king limampulu’t metung a pesus at limang centimus,Pumalo sa limampung piso at siyamnapu't limang sentimo ang halaga ng piso kontra sa isang dolyar bago nagsara sa limampu't isang piso at limang sentimo.,0.7051,0.0833,0.3779,0.8065,True,0.6081,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),Uli ning pangabigla nang Bernardo e ya mecapa-ngilag at bagya-bagya yang mesipit caring miyu-yumpugang batu.,Dahil sa pagkabigla ni Bernardo ay hindi siya nakaiwas at unti-unting siyang naipit ng nag-uuntugang bato.,0.695,0.0606,0.3497,0.9375,True,0.6078,Review,"Partial dictionary match, manual review needed"
Utt_Essay.txt,"""Paburen mu"", ing sabi ning mapanlinlang a matsing, ""aku ing mukyat at managtal bunga para keca.""","""Bayaan mo"", ang wika ng mapanlinlang na matsing, ""ako ang aakyat at mamimitas para sa iyo.""",0.6338,0.1538,0.4643,1.0,True,0.6075,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Manggatal ya wari ing buldit mo?,Nagkakati ba ang puwet mo?,0.7223,0.1,0.208,0.8333,True,0.6075,Review,"Partial dictionary match, manual review needed"
STORY_folktales(PAM 5 files vs FIL Utt_Story.txt),"“Paburen mu”, ing sabi ning mapanlinlang a matsing, “aku ing mukyat at managtal bunga para keca.”","""Bayaan mo"", ang wika ng mapanlinlang na matsing, ""ako ang aakyat at mamimitas para sa iyo.""",0.6435,0.1538,0.4048,1.0,True,0.6073,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Papagingatan ne ning DTI ing publicu caring defectibung producto ngening Pascu,Pinag-iingat ng DTI ang publiko sa mga depektibong produkto ngayong Pasko,0.6843,0.0455,0.375,1.0,True,0.6072,Review,"Partial dictionary match, manual review needed"
Utt_Greetings.txt,Saupan na ca sana ning Dios.,Pagpalain kayo ng diyos.,0.7838,0.0,0.2002,0.6667,True,0.6069,Review,"Partial dictionary match, manual review needed"
Utt_Salawikain.txt,"Nung makitid ya ing ulas, magtiis cang mamaluctut.","Hangga't makitid ang kumot, magtiis mamaluktot.",0.6728,0.1538,0.4719,0.75,True,0.6067,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Ninu ing tuki king field trip?,Sino ang sasama sa field trip?,0.6238,0.2,0.4211,1.0,True,0.6064,Accept,Verified via dictionary alignment & score
Utt_Educ.txt,Paintunan ing cabaldugan ning salita king thesaurus.,Hanapin ang kahulugan ng salita sa thesaurus.,0.6235,0.1667,0.4894,1.0,True,0.6064,Accept,Verified via dictionary alignment & score
Utt_News.txt,Pagcabie da ding Rosenian,Ikinabubuhay ng mga Rosenian,0.6557,0.1429,0.3402,1.0,True,0.606,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Pilang bulan ne pu ing bingut?,Ilang buwan na po ang sanggol?,0.7092,0.0,0.3019,1.0,True,0.6057,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Serioso ya ing Filipinas a apanatili ing posicion niti anting capat caring bansang mag-produce goma king mabilug a yatu.,Seryoso ang Pilipinas na mapanatili ang posisyon nito bilang ika-apat sa mga bansang nagpu-produce ng goma sa buong mundo.,0.6474,0.0882,0.4904,1.0,True,0.6051,Review,"Partial dictionary match, manual review needed"
Utt_Medical.txt,Ica mu wari king pamilya yu ing ating macanian a sakit?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,0.6895,0.1,0.2941,0.9167,True,0.6048,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Linibu ing penakitan ning LRTA,Lumobo ang kita ng LRTA,0.6652,0.1111,0.3299,1.0,True,0.6043,Review,"Partial dictionary match, manual review needed"
Utt_Educ.txt,Iyugse ing basura king plastic.,Itapon ang basura sa plastik,0.6435,0.1111,0.4562,1.0,True,0.604,Review,"Partial dictionary match, manual review needed"
Utt_News.txt,Lalung pasicnangan ing produccion ning mais,Lalong palalakasin ang produksyon ng mais,0.646,0.0909,0.4804,1.0,True,0.6038,Review,"Partial dictionary match, manual review needed"
Utt_Salawikain.txt,Magsisi ca man at tauli ala nang maliari.,Magsisi ka man at huli wala nang mangyayari.,0.5342,0.3333,0.6583,1.0,True,0.603,Accept,Verified via dictionary alignment & score
