canonical_id,lang_code,source_name_normalized,prompt_family,prompt_label,prompt_ordinal,canonical_text,granularity,observed_variants,recorded_speaker_count,not_recorded_count,placeholder_like
fil_b0313ab12273,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,15,"Para sa nahihirapan o may nararamdaman, ku munsulta muna sa doktor bago simulan ang pina planong pag-eeher sisyo.",sentence,7,7,0,False
fil_fe4e602089a2,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,16,"Bungang araw, paano iwasan at malunasan Mga iba pang ka-uring artikulo Sanhi at Sintomas ng Trangkaso Flu Paano Matanggal ang Beer Belly Apat na Hakbang na Pampaliit ng Tiyan Mga Simpleng Lunas at Pangkaraniwang Gamot sa Sipon Halamang Gamot Para sa Ubo Lagundi Halamang Gamot Para sa Ubo 't Sipon Oregano Allergic Rhinitis Sanhi, Sintomas at Gamot sa Sore Throat Ang nilalaman ng website na kalusugan.",sentence,7,7,0,False
fil_06a82c7abe40,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,17,"Ayon sa maraming pagsusuri, ang aspirin ay nababagay sa mga sumusunod na sakit Makatutulong ang aspirin kung kayo ay nagkaroon na ng atake sa puso o istrok iyung istrok na may bara sa utak, dalawa kasi ang klase ng istrok.",sentence,7,7,0,False
fil_f647f37bde28,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,18,"Maraming ointments ang nirecommend, until now di pa gumagaling.",sentence,7,7,0,False
fil_cd7a4e4f7291,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,19,"At kung ikaw ay nagpapawis lalo na 't kung galing ka sa pag-eehersisyo, maiging punasan mo ito ng malinis na towel bago pa ito matuyo nang kusa sa iyong kilikili.",sentence,7,7,0,False
fil_fcb6d4443a8b,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,20,"Una, ang pangkarinawang ubo na kasa-kasama ng sipon.",sentence,7,7,0,False
fil_80cb8e827401,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,21,"It could be due to stress, peer pressure or for weight control.",sentence,7,7,0,False
fil_ee2a82818d0c,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,22,Maaaring makalubha ng iyong kondisyon ito o mag-aksaya ng pera sa gamot na walang bisa.,sentence,7,7,0,False
fil_dd93fffdb54f,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,23,"Kapag umaabot na sa edad na sixty, isa sa dalawang Pilipino ay may altapresyon na.",sentence,7,7,0,False
fil_813c9e7abd4d,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,24,"its Blue Miracle,, a product of KINETICS BTL Global its located at Salcedo Village, Makati, kaya ang simpleng acne at tagyawat.",sentence,7,7,0,False
fil_822f69a02843,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,25,Ngunit hindi lahat ng ubo ay dala ng mikrobyo.,sentence,7,7,0,False
fil_d54a6f753fb6,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,26,"Tandaan na dahil ang calcium nga ay nasa buto, ang pagkain ng buto ng mga isda ay magbibigay ng calcium sa katawan.",sentence,7,7,0,False
fil_640a8a368c46,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,27,Marilyn Ruaro mabigat man ang responsibilidad kailangang itawid ng cousin mo ang hamon sa kalusugan ng masyadiong magkalapit na kabuntisan.,sentence,7,7,0,False
fil_bad144fed354,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,28,Mag-ingat at baka tumuloy sa kidney failure at dialysis.,sentence,7,7,0,False
fil_bd1d70d4bf22,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,29,"HINDI ito nakukuha sa paglanghap ng hangin, at hindi maaaring makahawa ang taong may leptospirosis.",sentence,7,7,0,False
fil_522e285ea22d,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,30,Irekord ang tangkad at timbang ng bata para may pangunang basehan sakali mang magpakonsulta sa doktor.,sentence,7,7,0,False
fil_92f1961848ac,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,31,"Biglaang panghihina ng kalahating bahagi ng katawan face, arm leg Biglaang pamamanhid ng kalahating parti ng katawan Biglaang pagkabulol o garalgal na salita Biglaang pagkabulag ng isa o dalawang mata Biglaang pag katulala, hinde na makaintindi at hinde maka express kung ano gusto niya sabihin Biglaang sobrang sakit sa ulo, parang minamartilyo JADE DELA CRUZ DOK, PANO MAIIWASAN ANG STROKE AT ANO ANG MGA GAMOT PARA MAIBSAN ANG GANITONG SAKIT.",sentence,7,7,0,False
fil_8495486c10cc,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,32,Iminungkahi ng isang eksperto ang pagkakaroon ng sapat na vitamin D at calcium ng isang babae para sa mas matibay niyang buto.,sentence,7,7,0,False
fil_279f7bee483e,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,33,Bumibilis ang tibok ng puso.,sentence,7,7,0,False
fil_4e3b5f303cf4,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,34,"Kung masyadong madalas ang paghilamos, susubuking gumawa ng maraming langis ang ating balat dahil nararmdaman nitong natutuyuan na ito.",sentence,7,7,0,False
fil_435ce7d673d6,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,35,"Isa pang dapat tandaan Josh, ang naka-relax na ari ay sadyang maikli at malambot.",sentence,7,7,0,False
fil_6d8f429eb821,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,36,"Kung magkaroon ng emergency sa puso, halimbawa kung sinususpetsya ang atake sa puso o heart attack, maaaring suriin ang dugo sa mga enzymes na ito para makita kung naapektuhan ba ang mga maselng puso.",sentence,7,7,0,False
fil_4506318ef90b,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,37,"Huwag Sunugin ang Karne Ang pagkaka-overcooked ng karne mula sa mataas na temperatura ng apoy hanggang sa masunog ito ay nagbubunsod sa pormasyon ng compounds na tinatawag na heterocyclic amines HCAs, na maaaring makapagpabilis ng development at mismong pagkalat ng prostate, breast, stomach, at colon cancers, ayon sa isang pananaliksik.",sentence,7,7,0,False
fil_8956deedb84d,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,38,"Ang iba pang lugar na nagpapa-excite ay ang batok, ang mga daliri, ang nipples at ang sexual organs.",sentence,7,7,0,False
fil_67afebe8bb92,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,39,Hair follicles ang tawag sa dulo ng buhok na nasa loob ng balat.,sentence,6,6,0,False
fil_7d4f6eecbaec,FIL,TGLNEW_Medical_xab.txt,TGLNEW,Medical_xab,40,"WHO emphasized that malnutrition undermines economic growth and perpetuates poverty, affecting productivity by reducing capacity to perform physical work and lessening earning ability.",sentence,6,6,0,False
fil_1c192e007fef,FIL,TGLNEW_News01.txt,TGLNEW,News01,1,Ang pondong ito ay gagamitin para sa rehabilitasyon ng Maynilad na siyang nagsusuplay ng tubig sa west zone ng Metro Manila.,sentence,15,15,0,False
fil_5cedede5b731,FIL,TGLNEW_News01.txt,TGLNEW,News01,2,Ayon kay Regional Agriculture Officer Emma Molina mula sa walumpung piso hanggang siyamnapung piso bawat kilo ng bangus noon ay mabibili na lamang ito ngayon mula sa halagang animnapu't walong piso hanggang pitumpung piso bawat kilo.,sentence,15,15,0,False
fil_bbf490f13a9d,FIL,TGLNEW_News01.txt,TGLNEW,News01,3,"Rehabilitasyon sa rice land, popondohan ng DA.",sentence,15,15,0,False
fil_a620155cc1df,FIL,TGLNEW_News01.txt,TGLNEW,News01,4,"LPGMA, nagpatupad ng sinkwenta sentimos na rollback.",sentence,15,15,0,False
fil_0f99c62aaaed,FIL,TGLNEW_News01.txt,TGLNEW,News01,5,"Ayon kay BFAR Dir. Malcolm Sarmiento, mataas ang toxin levels ng mga tahong at shellfish na nakuha sa Sorsogon Bay at hindi sila akmang kainin.",sentence,15,15,0,False
fil_0e07b2d7ee65,FIL,TGLNEW_News01.txt,TGLNEW,News01,6,"Ang Tele-OFW ay isang proyektong magpapahintulot sa mga OFWs na maka-usap ang kanilang pamilya, kamag-anak o kaibigan sa pamamagitan ng Internet sa mababang halaga lamang at nagkakaloob din ang naturang programa ng faster on-line remittances.",sentence,15,15,0,False
fil_90afe7f1dde7,FIL,TGLNEW_News01.txt,TGLNEW,News01,7,"Ayon sa ilang mga opisyal, nagkaroon din ng shift mula sa short-term ninety one-day t-bills hanggang sa longer tenor three hundred sisxty four-day t-bills at ang benchmark treasury bonds.",sentence,15,15,0,False
fil_136cb0465eac,FIL,TGLNEW_News01.txt,TGLNEW,News01,8,"Ipinahayag ni Press Secretary at Presidential Spokesperson Ignacio R. Bunye, na ito umano ay isang pagkilala sa patuloy na paglakas ng ating ekonomiya kaakibat ng political stability at enterprising spirit ng mga tao sa kabila ng ingay sa pulitika.",sentence,15,15,0,False
fil_e7f5fa8307c6,FIL,TGLNEW_News01.txt,TGLNEW,News01,9,"Aniya, hindi nagpapatupad ng hoarding sa asukal ang mga negosyante patunay aniya rito ang ginawa nilang pag-iinspeksyon sa mga warehouse ng asukal.",sentence,15,15,0,False
fil_eb039fd72199,FIL,TGLNEW_News01.txt,TGLNEW,News01,10,"Ang Tele-OFW ay isang proyektong magpapahintulot sa mga OFWs na maka-usap ang kanilang pamilya, kamag-anak o kaibigan sa pamamagitan ng Internet sa mababang halaga lamang at nagkakaloob din ang naturang programa ng faster on-line remittances.",sentence,15,15,0,False
fil_049c9ba77b14,FIL,TGLNEW_News01.txt,TGLNEW,News01,11,"Nineteen eighty-nine din nang lusubin ito ng iba't ibang ""world class locator companies"" nang ilunsad ang three hundred eighty-seven ektaryang industrial estate sa bansa sa pamamagitan ng Laguna Techono-Park na nagbigay ng libong bilang ng trabaho hindi lamang sa mga tagarito kundi sa mga taga ibang lugar.",sentence,15,15,0,False
fil_4213992f5d7f,FIL,TGLNEW_News01.txt,TGLNEW,News01,12,"Kaugnay dito, upang maging madali ang pagbabayad sa housing loan, ang Department of Budget and Management ay sinisimulan na ang paghahanda ng salary hike para sa state workers ng pamahalaan.",sentence,15,15,0,False
fil_1afd956d659f,FIL,TGLNEW_News01.txt,TGLNEW,News01,13,Iginiit ni Favilla na kailangan na aksyunan na agad ng gobyerno ang panawagan ng mga exporters na mapababa ang labor cost sa bansa gayun na rin ang raw materials at ang power cost upang hindi maka-apekto sa industriya ang pagbaba ng halaga ng dolyar.,sentence,15,15,0,False
fil_4fa73d69bd06,FIL,TGLNEW_News01.txt,TGLNEW,News01,14,"""Itinuturing na isa sa malalakas na industriya sa Bulacan ang pangisdaan kaya kumpiyansa ako na ang kasunduang ito ay magdudulot sa ating mga nasa sektor ng pangisdaan ng karagdagang ani at kita,"" ani Mendoza.",sentence,15,15,0,False
fil_9d71af9783a5,FIL,TGLNEW_News01.txt,TGLNEW,News01,15,"Hindi pa man naipalabas ang quarter figure sa Gross Domestic Product, inaasahan ni Economic Planning Secretary Romulo Neri ang third quarter GDP ay tataas sa five point five percent o higit pa na siyang magdadala sa ekonomiya sa pagtaas na five point six percent sa taong two thousand six.",sentence,15,15,0,False
fil_21aefdace24d,FIL,TGLNEW_News01.txt,TGLNEW,News01,16,"Ayon naman kay Bangko Sentral ng Pilipinas Governonr Amando Tetangco Juniior, malaki ang naitulong ng matatag na presyo ng bilihin at financial systems para magkaroon ng magandang environment para sa paglago ng ekonomiya.",sentence,15,15,0,False
fil_6398e916d1f7,FIL,TGLNEW_News01.txt,TGLNEW,News01,17,"Sa kauna-unahang pagkakataon sa kasaysayan ng overseas employment ng mga Filipino seafarers na umabot sa two hundred sixty thousand eighty four ang mga Filipino sailors na nakapagtrabaho sa abroad noong nakaraang taon, na hinigitan pa nito ang annual average na two hundred fifty thousand.",sentence,15,15,0,False
fil_8180854c6ddd,FIL,TGLNEW_News01.txt,TGLNEW,News01,18,"Ayon kay Finance Secretary Margarito Teves, ang nasabing halaga ay katumbas sa one point four percent na Gross Domestic Product ng Pilipinas, na isang mahalagang pagbabago sa two thousand five ratio na two point seven percent.",sentence,15,15,0,False
fil_99ea2eb34ff9,FIL,TGLNEW_News01.txt,TGLNEW,News01,19,"At dahil sampu sa mga ASEAN member nations ay Muslims, ang kanilang isisilbing pagkain ay walang halong karneng baboy at halal foods.",sentence,15,15,0,False
fil_41f3b73ff3c0,FIL,TGLNEW_News01.txt,TGLNEW,News01,20,"Sa datos ng pagkakautang ng gobyerno, kung hahatiin sa may eighty seven million Filipinos, ang bawat isa ay tila may pagkakautang na aabot sa forty four thousand seven hundred ninety three.",sentence,15,15,0,False
fil_6c355fc8f287,FIL,TGLNEW_News01.txt,TGLNEW,News01,21,Binuo ni Pangulong Gloria Macapagal Arroyo ng task force na aatasang magsagawa ng mga hakbangin para sa tuluyang mahinto ang mga insidente ng pandaraya sa credit card dito sa ating bansa.,sentence,15,15,0,False
fil_0894458f73fa,FIL,TGLNEW_News01.txt,TGLNEW,News01,22,"Ayon kay Bangko Sentral ng Pilipinas Governor Amando Tetangco Junior, ito'y dahil wala pang kailangang baguhin sa kanilang mga polisiya ngayon tulad ng pag-papatupad ng twenty five-point interest rate hike ng US Federal Reserve kamakalawa.",sentence,14,15,0,False
fil_0ca404221689,FIL,TGLNEW_News01.txt,TGLNEW,News01,23,Dahilan ito sa kakulangan ng merkado at paunti ng paunting bilang ng mga naaning de-kaledad na saging.,sentence,15,15,0,False
fil_bbaebb84cc3f,FIL,TGLNEW_News01.txt,TGLNEW,News01,24,Target ngayon ng Bureau of Internal Revenue ang mga entertainment establishments partikular ang mga nightclubs at bar na pinaniniwalaang 'di nagbabayad ng tamang buwis at may paglabag sa labor laws.,sentence,15,15,0,False
fil_d53a8f41b93d,FIL,TGLNEW_News01.txt,TGLNEW,News01,25,"Tulad ng mga kabaro ni Gabriela Silang sa kasalukuyang panahon, buong tapang na nilabanan nito ang pinaka-matinding kalaban kahit pa ito ay may mataas na posisyon sa pamahalaan at malayong kaanak.",sentence,15,15,0,False
fil_bf2574039bdf,FIL,TGLNEW_News01.txt,TGLNEW,News01,26,Nagbabala naman ang pamahalaan ng syudad na agad kumpletuhin ng mga estudyante ang mga kakulungan pang mga dokumento bago pa sila maisama sa mga ididiskwalipika sa dahilang hindi sila nakasunod sa hinihingi ng city government at ng DOLE.,sentence,14,14,0,False
fil_28f07a573bfa,FIL,TGLNEW_News01.txt,TGLNEW,News01,27,"Ayon naman kay Foreign Affairs Assistant Secretary at hepe ng ASEAN Affairs ng DFA Luis T. Cruz, may ninety five percent ng mga document papers na ngayon ay handa nang lalagdaan ng mga pinuno ng ASEAN.",sentence,14,14,0,False
fil_cb54c95da3f1,FIL,TGLNEW_News01.txt,TGLNEW,News01,28,"Ayon sa Bangko Sentral ng Pilipinas, base sa pagtaya na inaprubahan ng Development Budget Coordinating Committee, ang two thousand seven GIR level ay inaasahang makapagtala ng higit sa five hundred million dollars mula sa original projection noong two thousand six.",sentence,14,14,0,False
fil_d3ca7147bf99,FIL,TGLNEW_News01.txt,TGLNEW,News01,29,"Ayon sa IFC, gumagawa ngayon ng development plan ang pangkat ng mga Pinoy at German consultants para sa Boracay upang lalo itong maging kaakit-akit sa mata ng mga turista.",sentence,14,14,0,False
fil_cb55ce23f618,FIL,TGLNEW_News01.txt,TGLNEW,News01,30,"Mas pipiliin pa umano ng mamamayan ang may mga economic plan kaysa sa wala, sa mga umaalalay sa momentum ng pag-usbong, tiwala at trabaho kaysa sa nag-aabang ng oras, pahayag ng Malacaang.",sentence,14,14,0,False
fil_0f9e838be316,FIL,TGLNEW_News01.txt,TGLNEW,News01,31,Ang paniwalang ito ng Pangulo ay dala ng tiwalang ipinakita ng mga ASEAN leaders at ng napipintong pagbubukas ng Asean economic markets base sa napagkasunduang pagpapalakas ng economic integration sa buong Asian region sa taong twenty fifteen.,sentence,9,9,0,False
fil_8e2f71147313,FIL,TGLNEW_News01.txt,TGLNEW,News01,32,Ito ang pinahayag ni DTI Regional Director Joel B. Valera sa pagbubukas ng SME week kahapon sa Puerto Princesa City Coliseum.,sentence,9,9,0,False
fil_cba8c2304a83,FIL,TGLNEW_News01.txt,TGLNEW,News01,33,Ang paniwalang ito ng Pangulo ay dala ng tiwalang ipinakita ng mga ASEAN leaders at ng napipintong pagbubukas ng Asean economic markets base sa napagkasunduang pagpapalakas ng economic integration sa buong Asian region sa taong twenty fifteen.,sentence,9,9,0,False
fil_d1c3198d6d6e,FIL,TGLNEW_News01.txt,TGLNEW,News01,34,"PGMA's Caravan for National Unity, ipagpapatuloy",sentence,9,9,0,False
fil_297fb0855d17,FIL,TGLNEW_News01.txt,TGLNEW,News01,35,"Ayon sa UBS, ang outlook nila sa ekonomiya ng bansa ay hindi nagbabago at naniniwala silang fiscal stabilization year ang two thousand six para sa bansa.",sentence,9,9,0,False
fil_12c3403e09e5,FIL,TGLNEW_News01.txt,TGLNEW,News01,36,"Sinabi ni Lacdang na sa pagdating ng naturang mga kagamitan, inaasahang maibibigay ang maganda at angkop na serbisyo ng mga bantay-dagat partikular yaong nakatalagang magpatrolya sa Sorsogon Bay.",sentence,9,9,0,False
fil_e9d2c3695e81,FIL,TGLNEW_News01.txt,TGLNEW,News01,37,Nakatakdang magtaas ng singil ang Philippine Long Distance Telephone Company sa mga local services nito.,sentence,9,9,0,False
fil_f4cda9844023,FIL,TGLNEW_News01.txt,TGLNEW,News01,38,Si Chinese Premier Wen Jiabao naman ay lumipad patungong Manila para sa dalawang araw na pagbisita sa Pilipinas at ang mga iba pang mga lider ay nagsi-uwian na rin kahapon.,sentence,9,9,0,False
fil_3b6b5cfdac6c,FIL,TGLNEW_News01.txt,TGLNEW,News01,39,"Ayon kay Arnel Ty, pangulo ng LPGMA, pinagpasyahan nilang magtapyas ng singkwenta sentimos kada kilo ng kanilang liquefied petroleum gas (lpg) upang maibsan ang mabigat na pasanin ng mga consumer sa patuloy na pagtaas ng halaga ng mga produktong petrolyo.",sentence,9,9,0,False
fil_24c6570ddf50,FIL,TGLNEW_News01.txt,TGLNEW,News01,40,Nagsara ang piso sa limampu't isang piso at limang sentimo kahapon mula sa limampu't isang piso at labing apat na sentimo na pagsasara nito noong Martes kasunod ng ulat na tumaas ang naipadalang remittances ng mga Overseas Filipino Workers noong Enero.,sentence,9,9,0,False
fil_166618f7dcde,FIL,TGLNEW_News02.txt,TGLNEW,News02,1,"Ayon pa sa pamahalaan, ang mga kandidato ng oposisyon ay walang tiyak na plano para sa bansa. Matatandaang sa kanilang proklamasyon ay puro lamang paninira kay Pangulong Arroyo na hindi naman ang dapat na isyu sa kampanya.",sentence,7,7,0,False
fil_96ce7535ba73,FIL,TGLNEW_News02.txt,TGLNEW,News02,2,"Ayon kay Trade Secretary Peter Favila, minsan lamang magkaroon ng negosyo ang Pilipinas at Laos na parehong miyembro ng Association of Southeast Asian Nations.",sentence,7,7,0,False
fil_cc0c9f651495,FIL,TGLNEW_News02.txt,TGLNEW,News02,3,"Sinabi ni Robles na kanilang naitala ang pinakama-raming pasaherong sumakay sa Line one noong ika-siyam ng,taong dalawang libo at pito sa bilang na apat na daan tatlumpu't dalawang libo, at tatlumpu't anim habang sa Line two ay umabot sa isandaa't siyamnapung libo at limampu't tatlo ang pinakamataas noong ika-dalawampu't dalawa ng Hunyo.",sentence,7,7,0,False
fil_3d88d58bbc5e,FIL,TGLNEW_News02.txt,TGLNEW,News02,4,"Kaugnay nito, ang DBM ay nagpalabas na ng mga guidelines kung paano aayusin ng mga ahensiya ng pamahalaan ang kanilang budgetary allocations na makakatulong para sa pagpapatupad ng President's priority projects.",sentence,7,7,0,False
fil_cae14a8824b7,FIL,TGLNEW_News02.txt,TGLNEW,News02,5,Inaasahan ang pagbaba ng singil sa serbisyo ng mga international voice calls. Kaugnay ito sa inilabas na memorandum circular ng National Telecommunication Commission na nagpapahintulot sa mga Internet Service Providers na mag-alok na rin ng Voice Over Internet Protocol. Sa pamamagitan ng voice over internet protocol maaaring makipag-ugnayan ang sinuman sa pamamagitan ng internet o data networks sa halip na public switched telephone network.,sentence,7,7,0,False
fil_c01fe3857951,FIL,TGLNEW_News02.txt,TGLNEW,News02,6,"Binigyang-diin ng Pangulo na bagaman hindi nito masisisi ang mga nakaraang administrasyon, maari pa ring mabayaran ng bansa ang utang nito kung hindi na bibigyang pansin ang pamumulitika at magkaisa ang lahat upang maging produktibo.",sentence,7,7,0,False
fil_3208b457a601,FIL,TGLNEW_News02.txt,TGLNEW,News02,7,Bumagsak ng mahigit isang dolyar ang presyo ng langis sa pandaigdigang pamilihan matapos lumabas ang balitang tumaas ang US energy stocks across the board noong nakaraang linggo.,sentence,7,7,0,False
fil_42056d6099ff,FIL,TGLNEW_News02.txt,TGLNEW,News02,8,"Simula pa lamang, ang mga Roseñian (tawag sa mga residente rito), ay nagkaroon na ng malaki at markadong bahagi sa kasaysayan ng bansa. Kasama ng iba mula sa iba't ibang lugar, sila ay naging instrumento sa proklamasyon ng Philippine Independence nang sa pamamagitan ni Francisco Arambulo ay nakiisa sa paglagda sa Act of Independence noong Hunyo twelve, taong eighteen ninety eight.",sentence,7,7,0,False
fil_3fde99a3ecbe,FIL,TGLNEW_News02.txt,TGLNEW,News02,9,Ang pagluluwas ng produkto sa ibang bansa ang isa sa inaasahang mag-aangat ng ekonomiya ng Pilipinas at mga bansa sa Asya. Base pa rin ito sa ginawang pag-aaral ng Asian Development Bank na tinawag nilang Asian Development Outlook twenty o five report. Ayon sa ADB maituturing na tagumpay ang ekonomiya ng bansa kung may demand sa produkto nito sa ibang bansa at maging sa domestic market.,sentence,7,7,0,False
fil_3a6e2de3eaaf,FIL,TGLNEW_News02.txt,TGLNEW,News02,10,"Ayon naman sa City Environment and Natural Resources Office, tuturuan nila ang mga mag-aaral ng waste segregation na nakapaloob sa RA nine zero zero three o Solid Waste Management Program at nai-cluster na nila ang mga ito sa tatlong distrito at pinagpangkat-pangkat naman sa mga magkakatabing barangay para sa mas sistematikong galaw o aksyon ng mga ito.",sentence,7,7,0,False
fil_f7265e54cb97,FIL,TGLNEW_News02.txt,TGLNEW,News02,11,"Nabatid rin na nakikipag-kumpitensya ang Pilipinas sa ibang mga bansa gaya ng Malaysia, Thailand, Singapore at Hongkong para sa nasabing investment.",sentence,7,7,0,False
fil_631b99b07317,FIL,TGLNEW_News02.txt,TGLNEW,News02,12,Gagastos ang gobyerno ng Php13-bilyon para buhayin ang Oil Price Stabilization Fund na siyang pipigil sa patuloy na pagtaas sa presyo ng langis. Reaksyon ito ng Department of Energy sa kahilingan ng ilang sektor dahil sa sunod-sunod na pagtataas sa presyo ng mga oil companies. Ayon kay Energy Undersecretary Peter Anthony Abaya mas malaki pa ang gagastusin dito ng gobyerno kaysa sa inaasahang kita mula naman sa value added tax na ipapataw sa mga power at petroleum products.,sentence,7,7,0,False
fil_a55d7b84dd61,FIL,TGLNEW_News02.txt,TGLNEW,News02,13,Ayon sa Agriculture Department mahalaga ang kalidad ng ating food export bungsod na rin ng paghihigpit ng maraming mga bansa o maging ng global food security regulations.,sentence,7,7,0,False
fil_49c6ee18b52a,FIL,TGLNEW_News02.txt,TGLNEW,News02,14,"Sa two thousand seven International Quest for Miss Laoag City Pamulinawen sa Centennial Arena, sinabi ng pangulo na gusto niyang ang pagtatrabaho sa ibang bansa ay sa paraang kung gusto lamang nito at hindi dahil ito lamang ang angkop sa lahat ng Pilipino.",sentence,7,7,0,False
fil_a70528824b25,FIL,TGLNEW_News02.txt,TGLNEW,News02,15,Gawa ang hydro-gel sa Carrageenan na produkto ng katas ng halamang-dagat na eucheuma at ng poly-vinyl py-rolidone at nabuo sa pamamagitan ng radiation.,sentence,7,7,0,False
fil_e74a0c1d6e62,FIL,TGLNEW_News02.txt,TGLNEW,News02,16,Pinasalamatan naman ni SunPower President at Chief Executive Officer (CEO) Tom Werner ang Pangulo sa patuloy na suporta nito sa kanilang kompanya. Ang unang manufacturing site nito sa bansa ay matatagpuan sa Laguna Techno-Park sa Sta. Rosa City na pinasinayaan din ng Pangulo ng nakalipas na March taong dalawang libo at lima.,sentence,7,7,0,False
fil_2152b57664d5,FIL,TGLNEW_News02.txt,TGLNEW,News02,17,Dapat din daw ay iwasan na ng mga local government units ang red tape at pagandahin pang lalo ang infrastucture upang magkaroon ng access ang mga mamamayan lalo na ang mga mahihirap sa mga negosyo sa pamamagitan ng pagpapatatag ng institutional capacity ng pamahalaan.,sentence,7,6,0,False
fil_57a8c7f2f54b,FIL,TGLNEW_News02.txt,TGLNEW,News02,18,Ayon sa Bangko Sentral ng Pilipinas tumaas ang investment portfolio nitong nakalipas na buwan ng agosto na umabot sa one hundred thirty one million dollars kumpara sa sixty three point nine million dollars noong isang taon.,sentence,7,6,0,False
fil_663d65c99b5c,FIL,TGLNEW_News02.txt,TGLNEW,News02,19,Sisimulan na ng Pilipinas na i-explore ang pag-e-export ng Halal products sa United Arab Emirates ngayong taon.,sentence,7,6,0,False
fil_a1cebc8cb202,FIL,TGLNEW_News02.txt,TGLNEW,News02,20,"Hindi lang nabibigyan ng pansin, pero napakahalaga ng civic mission component ng bawat joint military training na nailulunsad sa bansa sapagkat direkta itong nakakatulong sa mga mahihirap, ani National Security Adviser Norberto Gonzales.",sentence,7,6,0,False
fil_0b4ea4c17a3f,FIL,TGLNEW_News02.txt,TGLNEW,News02,21,Pinag-aaralan na ng Bangko Sentral ng Pilipinas kung tataasan ba nila ang limitasyong ipinapataw nila sa mga bangko pagdating sa pagbili nito ng US dollar.,sentence,7,6,0,False
fil_1819ca6c7c1c,FIL,TGLNEW_News02.txt,TGLNEW,News02,22,"Pinulong kamakailan ni Pangulo Gloria Macapagal Arroyo ang National Security Council kung saan pangunahing pinag-usapan sa pagpupulong ang hangarin nito na magkaroon ng kapayapaan, hustisya, pagkakasundo at seguridad sa mga Mindanaoans at maging sa lahat ng mamamayang Pilipino.",sentence,7,6,0,False
fil_6b5e0bc33c08,FIL,TGLNEW_News02.txt,TGLNEW,News02,23,Kinokonsidera ng Saudi Arabia ang pagtatayo ng isang oil refinery sa Bataan o kaya naman ay sa Mindanao. Ito ang ipinarating na mensahe ni Saudi Petroleum Minister Ali al-Naimi ng pagkalooban Congressional Medal of Achievement. Ayon kay Naimi seryoso na nilang pinag-aaralan ang pagtatayo ng naphtha cracker plant na popondohan nila ng isang bilyong dolyar.,sentence,7,6,0,False
fil_3ca5b8ff01a6,FIL,TGLNEW_News02.txt,TGLNEW,News02,24,Habang ang LGU-RAS ay isa ring monitoring system na maghahambing sa mga data ng BIR at LGU gamit ang BIR Data Quality at Matching Infrastructure. Tutukuyin nito ang mga inconsistent declarations ng mga taxpayers at ang mga kaduda-dudang Tax Identification Numbers (TIN) registration at declarations.,sentence,7,6,0,False
fil_b73a8251ebca,FIL,TGLNEW_News02.txt,TGLNEW,News02,25,Tumaas naman ng seventy six cents ang Brent North Sea Crude at nasa sixty point seventy nine dollars per barell sa electronic deals.,sentence,7,6,0,False
fil_447bfd22f2ef,FIL,TGLNEW_News02.txt,TGLNEW,News02,26,Nagpasalamat naman ang Pangulong Arroyo sa tagumpay ng implemestasyon ng tax reforms na naging daan upang madagdagan ang pondo para sa pagsagawa ng Rural Electrification Program.,sentence,5,4,0,False
fil_4362b1687af2,FIL,TGLNEW_News02.txt,TGLNEW,News02,27,"Maliban dito, inaasahang ibabahagi rin ng mga Us Experts ang kanilang mga bagong kaalaman sa paggagatas ng hayop.",sentence,5,4,0,False
fil_c7ab4e24a2fb,FIL,TGLNEW_News02.txt,TGLNEW,News02,28,Mas magiging mataas din ang level ng playing field dahil maari nang makipag-compete ang mga investor sa regional at global markets.,sentence,5,4,0,False
